,District,Tehsil,N,District_Tehsil,Matched_distance,district_tehsil_matched,pc11_district_id,pc11_sd_id,Matched,Incorrect,Comment ,
2801,Paschim bardhaman,Faridpur-Durgapur,4,paschim bardhaman faridpur-durgapur,11,barddhaman faridpur durgapur,335,2274,1,,,
2946,Quilon,No Data,1,quilon no data,11,una una,29,150,,1,,
3098,Ranipet,ARAKKONAM,1,ranipet arakkonam,11,vellore arakonam,410,5715,1,,,
3100,Ranipet,Walajah,5,ranipet walajah,11,vellore wallajah,254,5714,1,,,
3229,Sangareddy,Ramachandrapuram,44,sangareddy ramachandrapuram,11,medak ramachandrapuram,535,4495,1,,,
3374,Siddipet,Mirdoddi,1,siddipet mirdoddi,11,medak mirdoddi,535,4464,1,,,
3375,Siddipet,Mulug,1,siddipet mulug,11,medak mulug,535,4486,1,,,
3379,Siddipet,chinnakodur,6,siddipet chinnakodur,11,medak chinnakodur,535,4460,1,,,
3407,Singrouli,No Data,27,singrouli no data,11,singrauli deosar,463,3704,,1,,
3452,Sivaganga,kalaiyarkovil,6,sivaganga kalaiyarkovil,11,sivaganga karaikkudi,622,5830,1,,,
3609,Suryapet,Mellacheruvu,5,suryapet mellacheruvu,11,nalgonda mella cheruvu,492,4671,1,,,
3618,Tehri Garhwal, Nainbagh,1,tehri garhwal  nainbagh,11,tehri garhwal ghansali,59,293,,1,Not in List,
3691,Tirunelveli,Tiruvengadam,4,tirunelveli tiruvengadam,11,tirunelveli tenkasi,628,5873,1,,,
3734,Trichy,No Data,3,trichy no data,11,datia datia,422,3405,,1,,
3846,Vikarabad,Bantwaram,2,vikarabad bantwaram,11,rangareddy bantwaram,533,4532,1,,,
3931,Wanaparthy,Kothakota,2,wanaparthy kothakota,11,mahbubnagar kothakota,538,4593,1,,,
3932,Wanaparthy,Pebbair,10,wanaparthy pebbair,11,mahbubnagar pebbair,538,4602,1,,,
3998,West Champaran,Lauria,2,west champaran lauria,11,pashchim champaran lauriya,203,1018,1,,,
4032,West Medinipur,Kharagpur - I,2,west medinipur kharagpur - i,11,paschim medinipur kharagpur-i,344,2460,1,,,
4039,West Singhbhum,Chaibasa,1,west singhbhum chaibasa,11,pashchimi singhbhum chaibasa,368,2739,1,,,
4040,West Singhbhum,Chakradharpur,1,west singhbhum chakradharpur,11,pashchimi singhbhum chakradharpur,368,2731,1,,,
4041,West Singhbhum,Noamundi,1,west singhbhum noamundi,11,pashchimi singhbhum noamundi,368,2736,1,,,
4091,dholpur,sarmathura,2,dholpur sarmathura,11,sheopur karahal,418,3384,,1,,
3,AYODHYA,Bikapur,2,ayodhya bikapur,10,faizabad bikapur,386,906,1,,,
6,AYODHYA,Rudauli,4,ayodhya rudauli,10,faizabad rudauli,438,902,1,,,
7,AYODHYA,Sohawal,2,ayodhya sohawal,10,faizabad sohawal,177,904,1,,,
25,Agar Malwa,Badod,5,agar malwa badod,10,shajapur badod,487,3517,1,,,
27,Agar Malwa,Susner,6,agar malwa susner,10,shajapur susner,104,3515,1,,,
78,Alipurduar,Kumargram,1,alipurduar kumargram,10,jalpaiguri kumargram,328,2172,1,,,
130,Amroha,Gajraula,4,amroha gajraula,10,amreli rajula,480,3849,,1,Not in List,
198,Andamans,Santhamaguluru,1,andamans santhamaguluru,10,prakasam santhamaguluru,549,5104,,1,,
227,Arvalli,Dhansura,7,arvalli dhansura,10,sabar kantha dhansura,480,3770,1,,,
229,Arvalli,Meghraj,7,arvalli meghraj,10,sabar kantha meghraj,146,3765,1,,,
230,Arvalli,Modasa,16,arvalli modasa,10,sabar kantha modasa,193,3769,1,,,
320,Balrampur,ramanujganj,22,balrampur ramanujganj,10,surguja ramanujganj,182,3236,1,,,
343,Bangalore Urban,Test,10,bangalore urban test,10,bangalore bangalore east,572,5544,,,,
459,Belgaum,Bail Hongal,11,belgaum bail hongal,10,belgaum athni,555,5434,,1,,
476,Bemetara,Bemetara,4,bemetara bemetara,10,durg bemetara,409,3312,1,,,
478,Bemetara,Nawagarh,2,bemetara nawagarh,10,durg nawagarh,409,3311,1,,,
847,Cuddapah,Lakkireddipalle,1,cuddapah lakkireddipalle,10,ysr kadapa lakkireddipalle,551,5240,1,,,
848,Cuddapah,Lingala,1,cuddapah lingala,10,ysr kadapa lingala,551,5218,1,,,
850,Cuddapah,Muddanur,1,cuddapah muddanur,10,ysr kadapa muddanur,551,5216,1,,,
851,Cuddapah,Obulavaripalle,2,cuddapah obulavaripalle,10,ysr kadapa obulavaripalle,551,5248,1,,,
852,Cuddapah,Rajampet,6,cuddapah rajampet,10,ysr kadapa rajampet,551,5246,1,,,
853,Cuddapah,Sambepalle,1,cuddapah sambepalle,10,ysr kadapa sambepalle,551,5237,1,,,
855,Cuddapah,Simhadripuram,1,cuddapah simhadripuram,10,ysr kadapa simhadripuram,551,5217,1,,,
857,Cuddapah,Vemula,1,cuddapah vemula,10,ysr kadapa vemula,551,5220,1,,,
891,Dantewada,Dantewada,27,dantewada dantewada,10,dakshin bastar dantewada dantewada,237,3369,1,,,
892,Dantewada,Konta,4,dantewada konta,10,dakshin bastar dantewada konta,394,3373,1,,,
971,Dharmapuri,Krishnagiri,1,dharmapuri krishnagiri,10,dhamtari nagri,412,3347,,1,,
1076,East Medinipur,Nandigram - III,1,east medinipur nandigram - iii,10,purba medinipur nandigram-ii,345,2485,1,,,
1097,Erode,Dharapuram,2,erode dharapuram,10,tiruppur dharapuram,523,5902,1,,,
1110,Faridkot,Kotakpura,14,faridkot kotakpura,10,faridkot jaitu,45,243,,1,,
1118,Fatehgarh Sahib,Sirhind,4,fatehgarh sahib sirhind,10,fatehgarh sahib fatehgarh sahib,40,221,1,,,
1123,Fazilka,Fazilka,9,fazilka fazilka,10,katihar falka,212,1142,,,,
1179,Gariaband,Rajim,44,gariaband rajim,10,raipur rajim,427,3333,,,,
1215,Gir Somnath,Una,71,gir somnath una,10,guna guna,458,3677,,1,Not In List,
1333,Gwalior,Ghatigaon,7,gwalior ghatigaon,10,gwalior chinour,421,3402,,1,Not In List,
1416,Howrah,No Data,5,howrah no data,10,haora amta-i,341,2400,,1,,
1496,Jalgaon,Edlabad (Muktainagar),7,jalgaon edlabad (muktainagar),10,jalgaon muktainagar,499,3963,1,,,
1619,Jodhpur,Pipar City,2,jodhpur pipar city,10,jodhpur bilara,113,573,,1,Not In List,
1665,Kamareddy,Pitlam,1,kamareddy pitlam,10,nizamabad pitlam,533,4384,1,,,
1703,Kanker,Charama,35,kanker charama,10,patan chanasma,470,3750,,1,Kankar Old Name is Bastar,
1724,Kanyakumari,Thiruvattar,1,kanyakumari thiruvattar,10,kanniyakumari thovala,629,5883,,1,Not In List,
1785,Kasgang,No Data,7,kasgang no data,10,kota sangod,127,669,,1,,
1877,Khargaone,Bhikangaon,3,khargaone bhikangaon,10,west nimar bhikangaon,499,3549,1,,,
1878,Khargaone,Jhirniya,3,khargaone jhirniya,10,west nimar jhiranya,448,3553,1,,,
1880,Khargaone,Khargaone,6,khargaone khargaone,10,west nimar khargone,305,3550,1,,,
1881,Khargaone,Maheshwar,2,khargaone maheshwar,10,west nimar maheshwar,86,3546,1,,,
1908,Khordha,Saheednagar,4,khordha saheednagar,10,khordha tangi,386,3052,,1,Not in List,
1952,Kondagaon,No Data,5,kondagaon no data,10,gonda gonda,183,928,,1,,
2080,Lakhimpur Kheri,Palia,4,lakhimpur kheri palia,10,kheri palia,153,798,1,,,
2205,Mahisagar,Balasinor,2,mahisagar balasinor,10,kheda balasinor,483,3871,1,,,
2239,Mancherial,TANDUR,1,mancherial tandur,10,adilabad tandur,431,4332,1,,,
2272,Mangan,Tirumalayapalem,1,mangan tirumalayapalem,10,khammam thirumalayapalem,541,4754,,1,Tirumalayapalem is part of Khammam,
2303,Medak,Ahmedabad City,1,medak ahmedabad city,10,ahmadabad ahmadabad city,474,3781,,1,,
2383,Morbi,Halvad,18,morbi halvad,10,surendranagar halvad,404,3788,1,,,
2399,Mulugu,MULUGU,10,mulugu mulugu,10,kullu kullu,26,118,,1,,
2410,Mungeli,Lormi,6,mungeli lormi,10,bilaspur lormi,521,3290,1,,,
2451,Mysore,T.Narasipura,1,mysore t.narasipura,10,mysore tirumakudal-narsipur,577,5575,1,,,
2454,NARAYANPET,Maddur,5,narayanpet maddur,10,mahbubnagar maddur,146,4554,1,,,
2518,Nalgonda,Chikkaballapura,1,nalgonda chikkaballapura,10,nalgonda chilkur,539,4667,,1,Chikkaballapura not exist in Nalgonda,
2634,Nellore,Chillakur,112,nellore chillakur,10,sri potti sriramulu nellore chillakur,605,5190,1,,,
2640,Nellore,Jaladanki,1,nellore jaladanki,10,sri potti sriramulu nellore jaladanki,605,5157,1,,,
2644,Nellore,Kodavalur,2,nellore kodavalur,10,sri potti sriramulu nellore kodavalur,605,5169,1,,,
2645,Nellore,Kondapuram,4,nellore kondapuram,10,sri potti sriramulu nellore kondapuram,605,5156,1,,,
2649,Nellore,Marripadu,3,nellore marripadu,10,sri potti sriramulu nellore marripadu,605,5163,1,,,
2653,Nellore,Ozili,12,nellore ozili,10,sri potti sriramulu nellore ojili,605,5189,1,,,
2655,Nellore,Podalakur,15,nellore podalakur,10,sri potti sriramulu nellore podalakur,605,5176,1,,,
2659,Nellore,Sydapuram,55,nellore sydapuram,10,sri potti sriramulu nellore sydapuram,445,5185,1,,,
2665,Nellore,Vidavalur,3,nellore vidavalur,10,sri potti sriramulu nellore vidavalur,605,5168,1,,,
2725,PRAYAGRAJ,Meja,39,prayagraj meja,10,allahabad meja,146,894,1,,,
2752,Palghar,No Data,18,palghar no data,10,patan patan,470,3747,,1,,
3099,Ranipet,Nemili,2,ranipet nemili,10,barwani niwali,441,3560,,1,,
3145,SAS Nagar,Derabassi,98,sas nagar derabassi,10,sahibzada ajit singh nagar dera bassi,427,268,1,,,
3221,Sambhal,Chandausi,3,sambhal chandausi,10,moradabad chandausi,135,722,1,,,
3223,Sambhal,No Data,2,sambhal no data,10,sambalpur dhama,372,2795,,1,,
3225,Sangareddy,Hathnoora,10,sangareddy hathnoora,10,medak hathnoora,537,4489,1,,,
3228,Sangareddy,Patancheru,143,sangareddy patancheru,10,medak patancheru,537,4534,1,,,
3231,Sangareddy,Sangareddy,10,sangareddy sangareddy,10,medak sangareddy,427,4492,,,,
3300,Seraikela Kharsawan,Gamharia,7,seraikela kharsawan gamharia,10,saraikela kharsawan adityapur(gamharia),369,2752,1,,,
3302,Seraikela Kharsawan,Rajnagar,5,seraikela kharsawan rajnagar,10,saraikela kharsawan gobindpur(rajnagar),369,2754,1,,,
3319,Shajapur,Palay Kalan,3,shajapur palay kalan,10,shajapur kalapipal,436,3523,,1,Not in List,
3320,Shajapur,Polay Kalan,2,shajapur polay kalan,10,shahjahanpur powayan,152,793,,1,Not in List,
3325,Shamli,No Data,15,shamli no data,10,pali sojat,118,599,,1,,
3331,Sheopur,Farooqnagar,1,sheopur farooqnagar,10,sheopur karahal,418,3384,,1,Not part of sheopur,
3451,Sivaganga,Tiruppuvanam,2,sivaganga tiruppuvanam,10,sivaganga tirupathur,622,5829,,1,Not in List,
3549,Sukma,No Data,11,sukma no data,10,mandi aut,27,134,,1,,
3632,Thanjavur,Budalur,5,thanjavur budalur,10,thanjavur thanjavur,620,5814,,1,Not in List,
3718,Tiruvannamalai,Vembakkam,32,tiruvannamalai vembakkam,10,tiruvannamalai arani,606,5721,,1,Not in List,
3757,Udupi,Bhramavara,6,udupi bhramavara,10,udupi karkal,569,5524,,1,Not in List,
3840,Vijayanagara,Harapanahalli,2,vijayanagara harapanahalli,10,davanagere harapanahalli,567,5510,1,,,
3974,Warangal U,Elkaturthy,5,warangal u elkaturthy,10,warangal venkatapur,540,4684,,1,Not in List,
3994,West Champaran,Bagaha,5,west champaran bagaha,10,pashchim champaran bagaha,203,1019,1,,,
3995,West Champaran,Bettiah,2,west champaran bettiah,10,pashchim champaran bettiah,203,1028,1,,,
3996,West Champaran,Chanpatia,1,west champaran chanpatia,10,pashchim champaran chanpatia,203,1025,1,,,
3997,West Champaran,Gaunaha,1,west champaran gaunaha,10,pashchim champaran gaunaha,203,1015,1,,,
3999,West Champaran,Mainatanr,5,west champaran mainatanr,10,pashchim champaran mainatanr,203,1016,1,,,
4000,West Champaran,Majhaulia,6,west champaran majhaulia,10,pashchim champaran majhaulia,203,1027,1,,,
4001,West Champaran,Narkatiaganj,4,west champaran narkatiaganj,10,pashchim champaran narkatiaganj,203,1017,1,,,
4002,West Champaran,Ramnagar,6,west champaran ramnagar,10,pashchim champaran ramnagar,203,1014,1,,,
4033,West Medinipur,Kharagpur- II,1,west medinipur kharagpur- ii,10,paschim medinipur kharagpur-ii,344,2461,1,,,
4092,kalaburagi,Afzalpur,5,kalaburagi afzalpur,10,gulbarga afzalpur,579,5581,1,,,
4093,kalaburagi,Aland,4,kalaburagi aland,10,gulbarga aland,579,5580,1,,,
4094,kalaburagi,Chincholi,51,kalaburagi chincholi,10,gulbarga chincholi,579,5583,1,,,
4095,kalaburagi,Chitapur,35,kalaburagi chitapur,10,gulbarga chitapur,579,5585,1,,,
4096,kalaburagi,Gulbarga,39,kalaburagi gulbarga,10,gulbarga gulbarga,579,5582,1,,,
4097,kalaburagi,Jevargi,9,kalaburagi jevargi,10,gulbarga jevargi,579,5586,1,,,
4098,kalaburagi,Sedam,30,kalaburagi sedam,10,gulbarga sedam,579,5584,1,,,
101,Amethi,No Data,6,amethi no data,9,datia datia,422,3405,,1,,
197,Andamans,Martur,1,andamans martur,9,jalna partur,514,4131,,1,Martur PArt of pRaksham,
226,Arvalli,Bayad,7,arvalli bayad,9,sabar kantha bayad,480,3772,1,,,
228,Arvalli,Malpur,2,arvalli malpur,9,sabar kantha malpur,431,3771,1,,,
477,Bemetara,Berla,9,bemetara berla,9,durg berla,128,3315,,,,
738,Chhindwara,Junnardeo,2,chhindwara junnardeo,9,chhindwara jamai,455,3651,1,,,
890,Dantewada,Bijapur,2,dantewada bijapur,9,dhanbad baliapur,354,2586,,1,2 Same Name Availale,
975,Dharmapuri,Uthangarai,1,dharmapuri uthangarai,9,dharmapuri harur,630,5886,,1,Dharmapuri is Spitted from Salem Dist,
999,Dindori,Bajag,6,dindori bajag,9,dindori shahpura,453,3639,,1,Not In List,
1069,East Medinipur,Chandrakona - I,2,east medinipur chandrakona - i,9,paschim medinipur chandrakona-i,344,2446,1,,,
1070,East Medinipur,Daspur - I,6,east medinipur daspur - i,9,paschim medinipur daspur-i,344,2449,1,,,
1072,East Medinipur,Gopiballavpur - I,1,east medinipur gopiballavpur - i,9,paschim medinipur gopiballavpur-i,344,2457,1,,,
1074,East Medinipur,Kharagpur - I,2,east medinipur kharagpur - i,9,paschim medinipur kharagpur-i,344,2460,1,,,
1078,East Medinipur,Ramnagar - I,1,east medinipur ramnagar - i,9,purba medinipur ramnagar-i,345,2493,1,,,
1086,East Singhbhum,musabani,4,east singhbhum musabani,9,purbi singhbhum musabani,357,2609,1,,,
1087,East Singhbhum,potka,12,east singhbhum potka,9,purbi singhbhum potka,357,2608,1,,,
1088,East Singhbhum,tantnagar,1,east singhbhum tantnagar,9,pashchimi singhbhum tantnagar,368,2740,1,,,
1122,Fazilka,Abohar,3,fazilka abohar,9,firozpur abohar,48,238,1,,,
1456,Jagtiyal,Jagtial,6,jagtiyal jagtial,9,karimnagar jagtial,422,4414,1,,,
1476,Jajpur,Danagadi,1,jajpur danagadi,9,puri delanga,387,3056,,1,Not in List,
1515,Jalore,No Data,19,jalore no data,9,jalor sayla,116,585,,1,,
1542,Jangaon,Chilpur,2,jangaon chilpur,9,warangal ghanpur (station),499,4676,1,,,
1637,Kabirdham,No Data,6,kabirdham no data,9,kabeerdham bodla,407,3299,,1,,
1643,Kadapa,No Data,261,kadapa no data,9,datia datia,422,3405,,1,,
1644,Kadapa,Rangat,1,kadapa rangat,9,nadia ranaghat-i,336,2312,,1,Incorrect dist NAme,
1663,Kalimpong,Kalimpong -I,1,kalimpong kalimpong -i,9,darjiling kalimpong-i,327,2156,1,,,
1691,Kangra,Jwalamukhi/  Dehra,1,kangra jwalamukhi/  dehra,9,kangra jawalamukhi,24,104,1,,,
1705,Kanker,Narharpur,6,kanker narharpur,9,uttar bastar kanker narharpur,24,3352,1,,,
1743,Karimnagar,Ganneruvaram,4,karimnagar ganneruvaram,9,karimnagar bejjanki,534,4437,1,,,
1872,Khandwa,Khalwa,5,khandwa khalwa,9,east nimar khalwa,483,3715,1,,,
1874,Khandwa,Pandhana,3,khandwa pandhana,9,east nimar pandhana,426,3718,1,,,
1875,Khandwa,Punasa,10,khandwa punasa,9,east nimar punasa,29,3717,1,,,
1883,Khargaone,Segaon,1,khargaone segaon,9,west nimar segaon,305,3548,1,,,
1918,Kodagu,Mercara,2,kodagu mercara,9,kodagu madikeri,576,5566,1,,,
2206,Mahisagar,Kadana,3,mahisagar kadana,9,panch mahals kadana,471,3880,1,,,
2209,Mahisagar,Santrampur,3,mahisagar santrampur,9,panch mahals santrampur,80,3881,1,,,
2386,Morbi,Tankara,3,morbi tankara,9,rajkot tankara,476,3800,1,,,
2387,Morbi,Wankaner,98,morbi wankaner,9,rajkot wankaner,476,3801,1,,,
2512,Nalgonda,Bangalore East,1,nalgonda bangalore east,9,bangalore bangalore east,572,5544,,1,Bangalore East not a part of Nalgonda,
2513,Nalgonda,Bangalore North,1,nalgonda bangalore north,9,bangalore bangalore north,572,5542,,,,
2637,Nellore,Duttalur,7,nellore duttalur,9,vellore ambur,605,5719,,,,
2648,Nellore,Manubolu,3,nellore manubolu,9,vellore ambur,605,5719,,,,
2650,Nellore,Muthukur,3,nellore muthukur,9,vellore ambur,605,5719,,,,
2654,Nellore,Pellakur,1,nellore pellakur,9,vellore vellore,605,5717,,,,
2662,Nellore,Vakadu,3,nellore vakadu,9,vellore katpadi,605,5713,,,,
2669,Niwari,Orchha,3,niwari orchha,9,tikamgarh orchha,424,3416,,,,
2670,Niwari,Prithvipur,3,niwari prithvipur,9,tikamgarh prithvipur,424,3417,,,,
2721,PRAYAGRAJ,Bara  ,20,prayagraj bara  ,9,agra agra,146,766,,,,
2722,PRAYAGRAJ,Handia,1,prayagraj handia,9,harda handiya,448,3609,,,,
2724,PRAYAGRAJ,Koraon,1,prayagraj koraon,9,satara koregaon,527,4261,,,,
2726,PRAYAGRAJ,Phulpur,1,prayagraj phulpur,9,azamgarh phulpur,191,968,,,,
2799,Paschim bardhaman,Barabani,6,paschim bardhaman barabani,9,barddhaman barabani,335,2269,,,,
2802,Paschim bardhaman,Jamuria,10,paschim bardhaman jamuria,9,barddhaman jamuria,335,2270,,,,
2803,Paschim bardhaman,Kanksa,6,paschim bardhaman kanksa,9,barddhaman kanksa,335,2275,,,,
2896,Prakasam,Thanagazi,1,prakasam thanagazi,9,alwar thanagazi,104,501,,,,
2999,Rajgarh,Khujner,3,rajgarh khujner,9,sagar khurai,427,3444,,,,
3080,Rangareddi,Nandigama,3,rangareddi nandigama,9,rangareddy doma,537,4537,,,,
3222,Sambhal,Gunnaur,2,sambhal gunnaur,9,budaun gunnaur,149,778,,,,
3226,Sangareddy,Jinnaram,75,sangareddy jinnaram,9,rangareddy bantwaram,537,4532,,,,
3230,Sangareddy,Sadasivpet,15,sangareddy sadasivpet,9,rangareddy shamirpet,537,4520,,,,
3448,Sivaganga,Singampurani,4,sivaganga singampurani,9,sivaganga manamadurai,622,5833,,,,
3849,Vikarabad,Pargi,2,vikarabad pargi,9,valsad pardi,491,3929,,,,
3866,Virudhunagar,Vembakottai,23,virudhunagar vembakottai,9,virudhunagar sivakasi,625,5849,,,,
4029,West Medinipur,Jhargram,35,west medinipur jhargram,9,paschim medinipur jhargram,344,2454,,,,
4030,West Medinipur,Keshiary,8,west medinipur keshiary,9,paschim medinipur keshiary,344,2466,,,,
4031,West Medinipur,Keshpur,10,west medinipur keshpur,9,paschim medinipur keshpur,344,2451,,,,
4042,West Singhbhum,Tonto,1,west singhbhum tonto,9,west siang tato,250,1626,,,,
24,Agar Malwa,Agar,10,agar malwa agar,8,sagar sagar,427,3449,,,,
235,Ashoknagar,Nai Saray,2,ashoknagar nai saray,8,ashoknagar isagarh,459,3684,,,,
467,Belgaum,Saundatti,23,belgaum saundatti,8,belgaum athni,555,5434,,,,
553,Bhilwara,hameergarh,3,bhilwara hameergarh,8,bhilwara banera,122,630,,,,
632,Botad,Barwala,4,botad barwala,8,ahmadabad barwala,474,3786,,,,
633,Botad,Botad,7,botad botad,8,dohad dohad,485,3893,,,,
634,Botad,Gadhada,11,botad gadhada,8,dohad dohad,485,3893,,,,
663,Bundi,TALERA,2,bundi talera,8,bhind ater,420,3391,,,,
708,Chatra,Hunterganj,7,chatra hunterganj,8,chatra chatra,347,2518,,,,
729,Chhatarpur,Lavkushnagar,12,chhatarpur lavkushnagar,8,chhatarpur rajnagar,425,3430,,,,
830,Coimbatore,Avanashi,6,coimbatore avanashi,8,coimbatore valparai,632,5900,,,,
834,Coimbatore,Palladam,41,coimbatore palladam,8,coimbatore mettupalayam,632,5895,,,,
1017,Durg,Sanjari Balod,1,durg sanjari balod,8,durg balod,409,3321,,,,
1068,East Godavari,Yetapaka,14,east godavari yetapaka,8,east godavari karapa,545,4922,,,,
1082,East Siang,Abhanpur,1,east siang abhanpur,8,basti bhanpur,185,937,,,,
1332,Gwalior,Dabra,31,gwalior dabra,8,gwalior bhitarwar,421,3401,,,,
1336,Gwalior,Morar,8,gwalior morar,8,gwalior bhitarwar,421,3401,,,,
1373,Hathras,Sasni,1,hathras sasni,8,kathua bani,7,29,,,,
1396,Hooghly,Chanditala - I,1,hooghly chanditala - i,8,hugli chanditala-i,338,2351,,,,
1397,Hooghly,Chinsurah - Magra,2,hooghly chinsurah - magra,8,hugli chinsurah-magra,338,2346,,,,
1399,Hooghly,Polba - Dadpur,2,hooghly polba - dadpur,8,hugli polba-dadpur,338,2347,,,,
1607,Jhunjhunu,Raniwara,1,jhunjhunu raniwara,8,jhunjhunun chirawa,103,488,,,,
1701,Kanker,Antagarh,1,kanker antagarh,8,bikaner chhatargarh,101,479,,,,
1706,Kanker,Pakhanjur,3,kanker pakhanjur,8,pakur pakaur,353,2576,,,,
1735,Kargil,Chillakur,1,kargil chillakur,8,kargil sanku,4,14,,,,
1769,Karimnagar,Thimmapur (LMD),14,karimnagar thimmapur (lmd),8,karimnagar timmapur (lmd colony),534,4438,,,,
1862,Khammam,Rahatgarh,1,khammam rahatgarh,8,sagar rahatgarh,427,3448,,,,
1873,Khandwa,Khandwa,30,khandwa khandwa,8,kheda kheda,483,3874,,,,
1876,Khargaone,Barwaha,4,khargaone barwaha,8,nagaon raha,305,2036,,,,
1942,Kolkata,Kolkata,94,kolkata kolkata,8,akola akola,501,3991,,,,
2013,Krishna,Nayagarh,1,krishna nayagarh,8,NA najafgarh,97,451,,,,
2086,Lalitpur,Madwara,5,lalitpur madwara,8,lalitpur mahroni,167,863,,,,
2092,Latehar,No Data,2,latehar no data,8,latehar latehar,359,2639,,,,
2207,Mahisagar,Khanpur,6,mahisagar khanpur,8,mahbubnagar ghanpur,538,4585,,,,
2210,Mahisagar,Virpur,2,mahisagar virpur,8,mahesana vijapur,471,3756,,,,
2249,Mandi,Sub.Teh.Thunag,2,mandi sub.teh.thunag,8,mandi thunag,27,136,,,,
2306,Medak,Bharuch,1,medak bharuch,8,medak kohir,535,4475,,,,
2324,Medak,Lunawada,1,medak lunawada,8,medak wargal,535,4485,,,,
2351,Medchal,Medchal,29,medchal medchal,8,medak medak,535,4456,,,,
2369,Medinipur,Jhargram,1,medinipur jhargram,8,paschim medinipur jhargram,344,2454,,,,
2379,Moga,Dharamkot,2,moga dharamkot,8,ganjam dharakote,388,3079,,,,
2384,Morbi,Maliya,3,morbi maliya,8,korba pali,404,3274,,,,
2385,Morbi,Morbi,67,morbi morbi,8,korba korba,404,3275,,,,
2396,Mulugu,Eturnagaram,9,mulugu eturnagaram,8,guntur nagaram,548,5095,,,,
