"","District","Tehsil","N","District_Tehsil","Matched_distance","district_tehsil_matched","pc11_district_id","pc11_sd_id"
"3505","South 24 Parganas","Jaynagar - I",1,"south 24 parganas jaynagar - i",15,"south twenty four parganas jaynagar-i",343,"02431"
"3506","South 24 Parganas","Kulpi",3,"south 24 parganas kulpi",13,"south twenty four parganas kulpi",343,"02428"
"3507","South 24 Parganas","Namkhana",1,"south 24 parganas namkhana",13,"south twenty four parganas namkhana",343,"02439"
"3508","South 24 Parganas","Sonarpur",21,"south 24 parganas sonarpur",13,"south twenty four parganas sonarpur",343,"02417"
"3509","South 24 Parganas","Thakurpukur Mahestola",5,"south 24 parganas thakurpukur mahestola",13,"south twenty four parganas thakurpukur mahestola",343,"02412"
"3510","South West","Delhi Cantonment.",1,"south west delhi cantonment.",13,"NA delhi cantonment",97,"00452"
"3511","South West","Najafgarh",4,"south west najafgarh",12,"NA najafgarh",97,"00451"
"3512","Sri Ganganagar","Ganganagar",3,"sri ganganagar ganganagar",4,"ganganagar ganganagar",99,"00458"
"3513","Sri Ganganagar","Gharsana",12,"sri ganganagar gharsana",4,"ganganagar gharsana",99,"00463"
"3514","Sri Ganganagar","Suratgarh",8,"sri ganganagar suratgarh",4,"ganganagar suratgarh",99,"00465"
"3515","Sri Ganganagar","Vijainagar",1,"sri ganganagar vijainagar",4,"ganganagar vijainagar",99,"00464"
"3516","Srikakulam","Amadalavalasa",13,"srikakulam amadalavalasa",0,"srikakulam amadalavalasa",542,"04798"
"3517","Srikakulam","Bhamini",4,"srikakulam bhamini",0,"srikakulam bhamini",542,"04771"
"3518","Srikakulam","Burja",4,"srikakulam burja",0,"srikakulam burja",542,"04794"
"3519","Srikakulam","Etcherla",3,"srikakulam etcherla",0,"srikakulam etcherla",542,"04806"
"3520","Srikakulam","Gara",2,"srikakulam gara",0,"srikakulam gara",542,"04801"
"3521","Srikakulam","Hiramandalam",4,"srikakulam hiramandalam",0,"srikakulam hiramandalam",542,"04783"
"3522","Srikakulam","Jalumuru",12,"srikakulam jalumuru",0,"srikakulam jalumuru",542,"04792"
"3523","Srikakulam","Kanchili",8,"srikakulam kanchili",0,"srikakulam kanchili",542,"04777"
"3524","Srikakulam","Kotabommili",15,"srikakulam kotabommili",2,"srikakulam kotabommali",542,"04791"
"3525","Srikakulam","Kothuru",14,"srikakulam kothuru",0,"srikakulam kothuru",542,"04772"
"3526","Srikakulam","Mandasa",4,"srikakulam mandasa",0,"srikakulam mandasa",542,"04776"
"3527","Srikakulam","Meliaputtu",14,"srikakulam meliaputtu",2,"srikakulam meliaputti",542,"04774"
"3528","Srikakulam","Nandigam",25,"srikakulam nandigam",0,"srikakulam nandigam",542,"04782"
"3529","Srikakulam","Narasannapeta",16,"srikakulam narasannapeta",0,"srikakulam narasannapeta",542,"04799"
"3530","Srikakulam","Palakonda",4,"srikakulam palakonda",0,"srikakulam palakonda",542,"04784"
"3531","Srikakulam","Palasa",6,"srikakulam palasa",0,"srikakulam palasa",542,"04775"
"3532","Srikakulam","Pathapatnam",1,"srikakulam pathapatnam",0,"srikakulam pathapatnam",542,"04773"
"3533","Srikakulam","Polaki",4,"srikakulam polaki",0,"srikakulam polaki",542,"04800"
"3534","Srikakulam","Ponduru",11,"srikakulam ponduru",0,"srikakulam ponduru",542,"04803"
"3535","Srikakulam","Ranasthalam",20,"srikakulam ranasthalam",1,"srikakulam ranastalam",542,"04805"
"3536","Srikakulam","Regidi Amadalavalasa",5,"srikakulam regidi amadalavalasa",0,"srikakulam regidi amadalavalasa",542,"04786"
"3537","Srikakulam","Santhabommali",1,"srikakulam santhabommali",0,"srikakulam santhabommali",542,"04790"
"3538","Srikakulam","Santhakaviti",5,"srikakulam santhakaviti",0,"srikakulam santhakaviti",542,"04795"
"3539","Srikakulam","Saravakota",38,"srikakulam saravakota",0,"srikakulam saravakota",542,"04788"
"3540","Srikakulam","Sarubujjili",11,"srikakulam sarubujjili",0,"srikakulam sarubujjili",542,"04793"
"3541","Srikakulam","Seethampeta",4,"srikakulam seethampeta",0,"srikakulam seethampeta",542,"04770"
"3542","Srikakulam","Srikakulam",12,"srikakulam srikakulam",0,"srikakulam srikakulam",542,"04802"
"3543","Srikakulam","Tekkali",67,"srikakulam tekkali",0,"srikakulam tekkali",542,"04789"
"3544","Srikakulam","Tumsar",1,"srikakulam tumsar",6,"srikakulam gara",542,"04801"
"3545","Srikakulam","Vajrapukotturu",1,"srikakulam vajrapukotturu",2,"srikakulam vajrapukothuru",542,"04781"
"3546","Srikakulam","Vangara",3,"srikakulam vangara",0,"srikakulam vangara",542,"04785"
"3547","Srikakulam","Veeraghattam",3,"srikakulam veeraghattam",0,"srikakulam veeraghattam",542,"04769"
"3548","Sukma","Konta",7,"sukma konta",8,"satna kotar",429,"03467"
"3549","Sukma","No Data",11,"sukma no data",10,"mandi aut",27,"00134"
"3550","Sultanpur","Kadipur",8,"sultanpur kadipur",0,"sultanpur kadipur",179,"00918"
"3551","Sultanpur","Lambhuwa",4,"sultanpur lambhuwa",1,"sultanpur lambhua",179,"00917"
"3552","Sultanpur","Sultanpur",13,"sultanpur sultanpur",0,"sultanpur sultanpur",179,"00915"
"3553","Sundargarh","Banei",7,"sundargarh banei",0,"sundargarh banei",374,"02830"
"3554","Sundargarh","Baragaon",2,"sundargarh baragaon",0,"sundargarh baragaon",374,"02812"
"3555","Sundargarh","Biramitrapur",4,"sundargarh biramitrapur",0,"sundargarh biramitrapur",374,"02816"
"3556","Sundargarh","Bisra",8,"sundargarh bisra",0,"sundargarh bisra",374,"02818"
"3557","Sundargarh","Hemgir",5,"sundargarh hemgir",0,"sundargarh hemgir",374,"02804"
"3558","Sundargarh","Kinjirkela",1,"sundargarh kinjirkela",0,"sundargarh kinjirkela",374,"02810"
"3559","Sundargarh","Koida",13,"sundargarh koida",0,"sundargarh koida",374,"02826"
"3560","Sundargarh","Kutra",2,"sundargarh kutra",0,"sundargarh kutra",374,"02813"
"3561","Sundargarh","Lahunipara",1,"sundargarh lahunipara",0,"sundargarh lahunipara",374,"02827"
"3562","Sundargarh","Lathikata",11,"sundargarh lathikata",0,"sundargarh lathikata",374,"02823"
"3563","Sundargarh","Lephripara",3,"sundargarh lephripara",0,"sundargarh lephripara",374,"02805"
"3564","Sundargarh","Raghunathapali",3,"sundargarh raghunathapali",0,"sundargarh raghunathapali",374,"02821"
"3565","Sundargarh","Rajagangapur",3,"sundargarh rajagangapur",0,"sundargarh rajagangapur",374,"02814"
"3566","Sundargarh","Subdega",1,"sundargarh subdega",7,"sundargarh sundargarh",374,"02809"
"3567","Sundargarh","Sundargarh",7,"sundargarh sundargarh",0,"sundargarh sundargarh",374,"02809"
"3568","Sundargarh","Sundargarh    ",2,"sundargarh sundargarh    ",4,"sundargarh sundargarh",374,"02809"
"3569","Sundargarh","Talasara",1,"sundargarh talasara",0,"sundargarh talasara",374,"02811"
"3570","Sundargarh","Tangarapali",9,"sundargarh tangarapali",0,"sundargarh tangarapali",374,"02822"
"3571","Supaul","Basantpur",1,"supaul basantpur",0,"supaul basantpur",208,"01102"
"3572","Supaul","Chhatapur",1,"supaul chhatapur",0,"supaul chhatapur",208,"01103"
"3573","Supaul","Kishanpur",1,"supaul kishanpur",0,"supaul kishanpur",208,"01107"
"3574","Supaul","Marauna",1,"supaul marauna",0,"supaul marauna",208,"01108"
"3575","Supaul","Nirmali",1,"supaul nirmali",0,"supaul nirmali",208,"01101"
"3576","Supaul","Pipra",1,"supaul pipra",0,"supaul pipra",208,"01110"
"3577","Supaul","Pratapganj",1,"supaul pratapganj",0,"supaul pratapganj",208,"01104"
"3578","Supaul","Raghopur",2,"supaul raghopur",0,"supaul raghopur",208,"01105"
"3579","Supaul","Supaul",6,"supaul supaul",0,"supaul supaul",208,"01109"
"3580","Supaul","Tribeniganj",4,"supaul tribeniganj",0,"supaul tribeniganj",208,"01111"
"3581","Surajpur","Surajpur",98,"surajpur surajpur",7,"surguja surajpur",401,"03242"
"3582","Surat","Bardoli",19,"surat bardoli",0,"surat bardoli",492,"03940"
"3583","Surat","Chorasi",270,"surat chorasi",0,"surat chorasi",492,"03938"
"3584","Surat","Kamrej",177,"surat kamrej",0,"surat kamrej",492,"03936"
"3585","Surat","Mahuva",17,"surat mahuva",0,"surat mahuva",492,"03941"
"3586","Surat","Mandvi",98,"surat mandvi",0,"surat mandvi",492,"03935"
"3587","Surat","Mangrol",48,"surat mangrol",0,"surat mangrol",492,"03933"
"3588","Surat","Olpad",23,"surat olpad",0,"surat olpad",492,"03932"
"3589","Surat","Palsana",11,"surat palsana",0,"surat palsana",492,"03939"
"3590","Surat","Songadh",2,"surat songadh",6,"surat olpad",492,"03932"
"3591","Surat","Surat City",572,"surat surat city",0,"surat surat city",492,"03937"
"3592","Surat","Umarpada",17,"surat umarpada",0,"surat umarpada",492,"03934"
"3593","Surendranagar","Chotila",72,"surendranagar chotila",0,"surendranagar chotila",475,"03794"
"3594","Surendranagar","Chuda",10,"surendranagar chuda",0,"surendranagar chuda",475,"03796"
"3595","Surendranagar","Dasada",9,"surendranagar dasada",0,"surendranagar dasada",475,"03790"
"3596","Surendranagar","Dhrangadhra",6,"surendranagar dhrangadhra",0,"surendranagar dhrangadhra",475,"03789"
"3597","Surendranagar","Halvad",1,"surendranagar halvad",0,"surendranagar halvad",475,"03788"
"3598","Surendranagar","Limbdi",24,"surendranagar limbdi",0,"surendranagar limbdi",475,"03797"
"3599","Surendranagar","Muli",42,"surendranagar muli",0,"surendranagar muli",475,"03793"
"3600","Surendranagar","Sayla",110,"surendranagar sayla",0,"surendranagar sayla",475,"03795"
"3601","Surendranagar","Wadhwan",45,"surendranagar wadhwan",0,"surendranagar wadhwan",475,"03792"
"3602","Surguja","Ambikapur",20,"surguja ambikapur",0,"surguja ambikapur",401,"03247"
"3603","Surguja","Lundra",13,"surguja lundra",0,"surguja lundra",401,"03251"
"3604","Surguja","Sitapur",12,"surguja sitapur",0,"surguja sitapur",401,"03252"
"3605","Surguja","Wadrafnagar",1,"surguja wadrafnagar",0,"surguja wadrafnagar",401,"03238"
"3606","Surguja","lakhanpur",3,"surguja lakhanpur",0,"surguja lakhanpur",401,"03248"
"3607","Suryapet","Chinthalapalem",14,"suryapet chinthalapalem",16,"surat olpad",492,"03932"
"3608","Suryapet","Mattam palle",15,"suryapet mattam palle",14,"nalgonda mattam palle",539,"04670"
"3609","Suryapet","Mellacheruvu",5,"suryapet mellacheruvu",11,"surat mahuva",492,"03941"
"3610","Suryapet","Pedacherlo palle",1,"suryapet pedacherlo palle",12,"prakasam pedacherlo palle",549,"05144"
"3611","Tapi","Nizar",76,"tapi nizar",0,"tapi nizar",493,"03942"
"3612","Tapi","Songadh",88,"tapi songadh",0,"tapi songadh",493,"03944"
"3613","Tapi","Valod",19,"tapi valod",0,"tapi valod",493,"03946"
"3614","Tapi","Vyara",95,"tapi vyara",0,"tapi vyara",493,"03945"
"3615","Tarn Taran","Khadur Sahib",2,"tarn taran khadur sahib",0,"tarn taran khadur sahib",50,"00261"
"3616","Tarn Taran","Patti",3,"tarn taran patti",0,"tarn taran patti",50,"00260"
"3617","Tarn Taran","Tarn-Taran",5,"tarn taran tarn-taran",2,"tarn taran tarn taran",50,"00259"
"3618","Tehri Garhwal"," Nainbagh",1,"tehri garhwal  nainbagh",11,"tehri garhwal ghansali",59,"00293"
"3619","Tehri Garhwal","Dhanaulti",1,"tehri garhwal dhanaulti",0,"tehri garhwal dhanaulti",59,"00298"
"3620","Thane","Ambarnath",59,"thane ambarnath",0,"thane ambarnath",517,"04170"
"3621","Thane","Bhiwandi",35,"thane bhiwandi",0,"thane bhiwandi",517,"04166"
"3622","Thane","Dahanu",1,"thane dahanu",0,"thane dahanu",517,"04158"
"3623","Thane","Jawhar",3,"thane jawhar",0,"thane jawhar",517,"04160"
"3624","Thane","Kalyan",131,"thane kalyan",0,"thane kalyan",517,"04168"
"3625","Thane","Murbad",3,"thane murbad",0,"thane murbad",517,"04171"
"3626","Thane","Palghar",17,"thane palghar",0,"thane palghar",517,"04163"
"3627","Thane","Shahapur",17,"thane shahapur",0,"thane shahapur",517,"04167"
"3628","Thane","Thane",398,"thane thane",0,"thane thane",517,"04165"
"3629","Thane","Ulhasnagar",7,"thane ulhasnagar",0,"thane ulhasnagar",517,"04169"
"3630","Thane","Vada",2,"thane vada",0,"thane vada",517,"04162"
"3631","Thane","Vasai",12,"thane vasai",0,"thane vasai",517,"04164"
"3632","Thanjavur","Budalur",5,"thanjavur budalur",10,"thanjavur thanjavur",620,"05814"
"3633","Thanjavur","Kumbakonam",2,"thanjavur kumbakonam",0,"thanjavur kumbakonam",620,"05811"
"3634","Thanjavur","Papanasam",5,"thanjavur papanasam",0,"thanjavur papanasam",620,"05812"
"3635","Thanjavur","Pattukkottai",6,"thanjavur pattukkottai",0,"thanjavur pattukkottai",620,"05816"
"3636","Thanjavur","Thanjavur",13,"thanjavur thanjavur",0,"thanjavur thanjavur",620,"05814"
"3637","Thanjavur","Thiruvaiyaru",12,"thanjavur thiruvaiyaru",0,"thanjavur thiruvaiyaru",620,"05813"
"3638","Thanjavur","Thiruvidaimarudur",2,"thanjavur thiruvidaimarudur",0,"thanjavur thiruvidaimarudur",620,"05810"
"3639","The Nilgiris","Udhagamandalam",2,"the nilgiris udhagamandalam",0,"the nilgiris udhagamandalam",611,"05756"
"3640","Theni","Andipatti",48,"theni andipatti",0,"theni andipatti",624,"05846"
"3641","Theni","Bodinayakanur",31,"theni bodinayakanur",0,"theni bodinayakanur",624,"05842"
"3642","Theni","Periyakulam",27,"theni periyakulam",0,"theni periyakulam",624,"05843"
"3643","Theni","Theni",12,"theni theni",0,"theni theni",624,"05844"
"3644","Theni","Uthamapalayam",36,"theni uthamapalayam",0,"theni uthamapalayam",624,"05845"
"3645","Thiruvananthapuram","Chirayinkeezhu",14,"thiruvananthapuram chirayinkeezhu",0,"thiruvananthapuram chirayinkeezhu",601,"05689"
"3646","Thiruvananthapuram","Nedumangad",21,"thiruvananthapuram nedumangad",0,"thiruvananthapuram nedumangad",601,"05690"
"3647","Thiruvananthapuram","Neyyattinkara",14,"thiruvananthapuram neyyattinkara",0,"thiruvananthapuram neyyattinkara",601,"05692"
"3648","Thiruvananthapuram","Thiruvananthapuram",51,"thiruvananthapuram thiruvananthapuram",0,"thiruvananthapuram thiruvananthapuram",601,"05691"
"3649","Thoothukkudi","Ettayapuram",20,"thoothukkudi ettayapuram",0,"thoothukkudi ettayapuram",627,"05863"
"3650","Thoothukkudi","Kovilpatti",16,"thoothukkudi kovilpatti",0,"thoothukkudi kovilpatti",627,"05862"
"3651","Thoothukkudi","Ottapidaram",11,"thoothukkudi ottapidaram",0,"thoothukkudi ottapidaram",627,"05865"
"3652","Thoothukkudi","Sathankulam",10,"thoothukkudi sathankulam",0,"thoothukkudi sathankulam",627,"05869"
"3653","Thoothukkudi","Srivaikuntam",23,"thoothukkudi srivaikuntam",0,"thoothukkudi srivaikuntam",627,"05867"
"3654","Thoothukkudi","Thoothukkudi",33,"thoothukkudi thoothukkudi",0,"thoothukkudi thoothukkudi",627,"05866"
"3655","Thoothukkudi","Tiruchendur",8,"thoothukkudi tiruchendur",0,"thoothukkudi tiruchendur",627,"05868"
"3656","Thoothukkudi","Vilathikulam",4,"thoothukkudi vilathikulam",0,"thoothukkudi vilathikulam",627,"05864"
"3657","Thrissur","Chavakkad",2,"thrissur chavakkad",0,"thrissur chavakkad",594,"05653"
"3658","Thrissur","Mukundapuram",11,"thrissur mukundapuram",0,"thrissur mukundapuram",594,"05656"
"3659","Thrissur","Talappilly",4,"thrissur talappilly",0,"thrissur talappilly",594,"05652"
"3660","Thrissur","Thalapilly",21,"thrissur thalapilly",2,"thrissur talappilly",594,"05652"
"3661","Thrissur","Thrissur",13,"thrissur thrissur",0,"thrissur thrissur",594,"05654"
"3662","Tikamgarh","Baldeogarh",3,"tikamgarh baldeogarh",0,"tikamgarh baldeogarh",424,"03421"
"3663","Tikamgarh","Jatara",14,"tikamgarh jatara",0,"tikamgarh jatara",424,"03418"
"3664","Tikamgarh","Lidhora",2,"tikamgarh lidhora",7,"tikamgarh orchha",424,"03416"
"3665","Tikamgarh","Mohangarh",7,"tikamgarh mohangarh",0,"tikamgarh mohangarh",424,"03419"
"3666","Tikamgarh","Niwari",43,"tikamgarh niwari",0,"tikamgarh niwari",424,"03415"
"3667","Tikamgarh","Palera",15,"tikamgarh palera",0,"tikamgarh palera",424,"03420"
"3668","Tikamgarh","Prithvipur",7,"tikamgarh prithvipur",0,"tikamgarh prithvipur",424,"03417"
"3669","Tikamgarh","Tikamgarh",30,"tikamgarh tikamgarh",0,"tikamgarh tikamgarh",424,"03423"
"3670","Tiruchirappalli","Lalgudi",38,"tiruchirappalli lalgudi",0,"tiruchirappalli lalgudi",614,"05777"
"3671","Tiruchirappalli","Manachanallur",16,"tiruchirappalli manachanallur",0,"tiruchirappalli manachanallur",614,"05776"
"3672","Tiruchirappalli","Manapparai",16,"tiruchirappalli manapparai",0,"tiruchirappalli manapparai",614,"05781"
"3673","Tiruchirappalli","Marungapuri",3,"tiruchirappalli marungapuri",7,"tiruchirappalli manapparai",614,"05781"
"3674","Tiruchirappalli","Musiri",14,"tiruchirappalli musiri",0,"tiruchirappalli musiri",614,"05774"
"3675","Tiruchirappalli","Srirangam",6,"tiruchirappalli srirangam",0,"tiruchirappalli srirangam",614,"05778"
"3676","Tiruchirappalli","Thottiyam",6,"tiruchirappalli thottiyam",0,"tiruchirappalli thottiyam",614,"05773"
"3677","Tiruchirappalli","Thuraiyur",17,"tiruchirappalli thuraiyur",0,"tiruchirappalli thuraiyur",614,"05775"
"3678","Tiruchirappalli","Tiruchirappalli",11,"tiruchirappalli tiruchirappalli",0,"tiruchirappalli tiruchirappalli",614,"05779"
"3679","Tirunelveli","Alangulam",14,"tirunelveli alangulam",0,"tirunelveli alangulam",628,"05875"
"3680","Tirunelveli","Ambasamudram",23,"tirunelveli ambasamudram",0,"tirunelveli ambasamudram",628,"05878"
"3681","Tirunelveli","Cheranmahadevi Taluk",8,"tirunelveli cheranmahadevi taluk",19,"tirunelveli tenkasi",628,"05873"
"3682","Tirunelveli","Kadayanallur",2,"tirunelveli kadayanallur",12,"tirunelveli radhapuram",628,"05880"
"3683","Tirunelveli","Nanguneri",10,"tirunelveli nanguneri",0,"tirunelveli nanguneri",628,"05879"
"3684","Tirunelveli","Palayamkottai",14,"tirunelveli palayamkottai",0,"tirunelveli palayamkottai",628,"05877"
"3685","Tirunelveli","Radhapuram",70,"tirunelveli radhapuram",0,"tirunelveli radhapuram",628,"05880"
"3686","Tirunelveli","Sankarankoil",27,"tirunelveli sankarankoil",0,"tirunelveli sankarankoil",628,"05871"
"3687","Tirunelveli","Sivagiri",26,"tirunelveli sivagiri",0,"tirunelveli sivagiri",628,"05870"
"3688","Tirunelveli","Tenkasi",38,"tirunelveli tenkasi",0,"tirunelveli tenkasi",628,"05873"
"3689","Tirunelveli","Thisayanvilai",8,"tirunelveli thisayanvilai",12,"tirunelveli tenkasi",628,"05873"
"3690","Tirunelveli","Tirunelveli",41,"tirunelveli tirunelveli",0,"tirunelveli tirunelveli",628,"05876"
"3691","Tirunelveli","Tiruvengadam",4,"tirunelveli tiruvengadam",11,"tirunelveli tenkasi",628,"05873"
"3692","Tirunelveli","Veerakeralamputhur",7,"tirunelveli veerakeralamputhur",0,"tirunelveli veerakeralamputhur",628,"05872"
"3693","Tirunelveli","cheranmahadevi",1,"tirunelveli cheranmahadevi",13,"tirunelveli tenkasi",628,"05873"
"3694","Tirunelveli","manur",13,"tirunelveli manur",6,"tirunelveli nanguneri",628,"05879"
"3695","Tiruppur","Avanashi",5,"tiruppur avanashi",0,"tiruppur avanashi",633,"05903"
"3696","Tiruppur","Dharapuram",29,"tiruppur dharapuram",0,"tiruppur dharapuram",633,"05902"
"3697","Tiruppur","Kangeyam",38,"tiruppur kangeyam",0,"tiruppur kangeyam",633,"05901"
"3698","Tiruppur","Madathukulam",14,"tiruppur madathukulam",0,"tiruppur madathukulam",633,"05907"
"3699","Tiruppur","Palladam",56,"tiruppur palladam",0,"tiruppur palladam",633,"05905"
"3700","Tiruppur","Tiruppur",34,"tiruppur tiruppur",0,"tiruppur tiruppur",633,"05904"
"3701","Tiruppur","Udumalaipettai",3,"tiruppur udumalaipettai",0,"tiruppur udumalaipettai",633,"05906"
"3702","Tiruvallur","Ambattur",67,"tiruvallur ambattur",1,"thiruvallur ambattur",602,"05700"
"3703","Tiruvallur","Gummidipoondi",21,"tiruvallur gummidipoondi",1,"thiruvallur gummidipoondi",602,"05693"
"3704","Tiruvallur","No Data",1,"tiruvallur no data",12,"thiruvallur ambattur",602,"05700"
"3705","Tiruvallur","Pallipattu",11,"tiruvallur pallipattu",1,"thiruvallur pallipattu",602,"05697"
"3706","Tiruvallur","Ponneri",61,"tiruvallur ponneri",1,"thiruvallur ponneri",602,"05694"
"3707","Tiruvallur","Poonamallee",22,"tiruvallur poonamallee",1,"thiruvallur poonamallee",602,"05699"
"3708","Tiruvallur","Thiruvallur",76,"tiruvallur thiruvallur",1,"thiruvallur thiruvallur",602,"05698"
"3709","Tiruvallur","Tiruttani",12,"tiruvallur tiruttani",1,"thiruvallur tiruttani",602,"05696"
"3710","Tiruvallur","Uthukkottai",44,"tiruvallur uthukkottai",1,"thiruvallur uthukkottai",602,"05695"
"3711","Tiruvannamalai","Arani",8,"tiruvannamalai arani",0,"tiruvannamalai arani",606,"05721"
"3712","Tiruvannamalai","Chengam",21,"tiruvannamalai chengam",0,"tiruvannamalai chengam",606,"05725"
"3713","Tiruvannamalai","Cheyyar",42,"tiruvannamalai cheyyar",0,"tiruvannamalai cheyyar",606,"05722"
"3714","Tiruvannamalai","Polur",13,"tiruvannamalai polur",0,"tiruvannamalai polur",606,"05724"
"3715","Tiruvannamalai","Thandarampattu",16,"tiruvannamalai thandarampattu",5,"tiruvannamalai thandrampet",606,"05726"
"3716","Tiruvannamalai","Tiruvannamalai",65,"tiruvannamalai tiruvannamalai",0,"tiruvannamalai tiruvannamalai",606,"05727"
"3717","Tiruvannamalai","Vandavasi",24,"tiruvannamalai vandavasi",0,"tiruvannamalai vandavasi",606,"05723"
"3718","Tiruvannamalai","Vembakkam",32,"tiruvannamalai vembakkam",10,"tiruvannamalai arani",606,"05721"
"3719","Tiruvannamalai","chetpet",4,"tiruvannamalai chetpet",8,"tiruvannamalai cheyyar",606,"05722"
"3720","Tiruvarur","Kodavasal",3,"tiruvarur kodavasal",1,"thiruvarur kodavasal",619,"05804"
"3721","Tiruvarur","Nannilam",6,"tiruvarur nannilam",1,"thiruvarur nannilam",619,"05805"
"3722","Tiruvarur","Needamangalam",1,"tiruvarur needamangalam",1,"thiruvarur needamangalam",619,"05807"
"3723","Tiruvarur","Thiruthuraipoondi",1,"tiruvarur thiruthuraipoondi",1,"thiruvarur thiruthuraipoondi",619,"05809"
"3724","Tiruvarur","Thiruvarur",5,"tiruvarur thiruvarur",1,"thiruvarur thiruvarur",619,"05806"
"3725","Tiruvarur","Valangaiman",1,"tiruvarur valangaiman",1,"thiruvarur valangaiman",619,"05803"
"3726","Tonk","Deoli",70,"tonk deoli",0,"tonk deoli",120,"00620"
"3727","Tonk","Malpura",249,"tonk malpura",0,"tonk malpura",120,"00615"
"3728","Tonk","Niwai",6,"tonk niwai",0,"tonk niwai",120,"00617"
"3729","Tonk","Peeplu",9,"tonk peeplu",0,"tonk peeplu",120,"00616"
"3730","Tonk","Todaraisingh",46,"tonk todaraisingh",0,"tonk todaraisingh",120,"00619"
"3731","Tonk","Tonk",19,"tonk tonk",0,"tonk tonk",120,"00618"
"3732","Tonk","Uniara",10,"tonk uniara",0,"tonk uniara",120,"00621"
"3733","Trichy","Lalgudi",2,"trichy lalgudi",12,"tapi valod",493,"03946"
"3734","Trichy","No Data",3,"trichy no data",11,"datia datia",422,"03405"
"3735","Trichy","Thottiyam",1,"trichy thottiyam",13,"tiruchirappalli thottiyam",614,"05773"
"3736","Tumkur","Chikkanayakanahalli",7,"tumkur chikkanayakanahalli",3,"tumkur chiknayakanhalli",571,"05532"
"3737","Tumkur","Gubbi",1,"tumkur gubbi",0,"tumkur gubbi",571,"05538"
"3738","Tumkur","Koratagere",24,"tumkur koratagere",0,"tumkur koratagere",571,"05536"
"3739","Tumkur","Kunigal",18,"tumkur kunigal",0,"tumkur kunigal",571,"05541"
"3740","Tumkur","Madhugiri",12,"tumkur madhugiri",0,"tumkur madhugiri",571,"05535"
"3741","Tumkur","Pavagada",2,"tumkur pavagada",0,"tumkur pavagada",571,"05534"
"3742","Tumkur","Sira",22,"tumkur sira",0,"tumkur sira",571,"05533"
"3743","Tumkur","Tiptur",4,"tumkur tiptur",0,"tumkur tiptur",571,"05539"
"3744","Tumkur","Tumkur",77,"tumkur tumkur",0,"tumkur tumkur",571,"05537"
"3745","Tumkur","Turuvekere",3,"tumkur turuvekere",0,"tumkur turuvekere",571,"05540"
"3746","Udaipur","Dhariawad",9,"udaipur dhariawad",7,"udaipur sarada",130,"00693"
"3747","Udaipur","Girwa",116,"udaipur girwa",0,"udaipur girwa",130,"00689"
"3748","Udaipur","Gogunda",16,"udaipur gogunda",0,"udaipur gogunda",130,"00686"
"3749","Udaipur","Jhadol",3,"udaipur jhadol",0,"udaipur jhadol",130,"00688"
"3750","Udaipur","Kherwara",46,"udaipur kherwara",0,"udaipur kherwara",130,"00695"
"3751","Udaipur","Kotra",10,"udaipur kotra",0,"udaipur kotra",130,"00687"
"3752","Udaipur","Mavli",49,"udaipur mavli",0,"udaipur mavli",130,"00685"
"3753","Udaipur","Salumbar",28,"udaipur salumbar",0,"udaipur salumbar",130,"00692"
"3754","Udaipur","Sarada",21,"udaipur sarada",0,"udaipur sarada",130,"00693"
"3755","Udaipur","Vallabhnagar",27,"udaipur vallabhnagar",0,"udaipur vallabhnagar",130,"00690"
"3756","Udaipur","badgaon",20,"udaipur badgaon",7,"udaipur jhadol",130,"00688"
"3757","Udupi","Bhramavara",6,"udupi bhramavara",10,"udupi karkal",569,"05524"
"3758","Udupi","Karkala",47,"udupi karkala",1,"udupi karkal",569,"05524"
"3759","Udupi","Kundapura",28,"udupi kundapura",0,"udupi kundapura",569,"05522"
"3760","Udupi","Udupi",61,"udupi udupi",0,"udupi udupi",569,"05523"
"3761","Ujjain","Badnagar",12,"ujjain badnagar",0,"ujjain badnagar",435,"03514"
"3762","Ujjain","Ghatiya",28,"ujjain ghatiya",0,"ujjain ghatiya",435,"03511"
"3763","Ujjain","Jharda",2,"ujjain jharda",5,"ujjain nagda",435,"03509"
"3764","Ujjain","Khacharod",16,"ujjain khacharod",0,"ujjain khacharod",435,"03508"
"3765","Ujjain","Mahidpur",17,"ujjain mahidpur",0,"ujjain mahidpur",435,"03510"
"3766","Ujjain","Nagda",15,"ujjain nagda",0,"ujjain nagda",435,"03509"
"3767","Ujjain","Tarana",11,"ujjain tarana",0,"ujjain tarana",435,"03512"
"3768","Ujjain","Ujjain",64,"ujjain ujjain",0,"ujjain ujjain",435,"03513"
"3769","Umaria","Bandhogarh",43,"umaria bandhogarh",0,"umaria bandhogarh",431,"03482"
"3770","Umaria","Chandiya",15,"umaria chandiya",1,"umaria chandia",431,"03483"
"3771","Umaria","Naurojabad",1,"umaria naurojabad",6,"umaria nowrozabad",431,"03486"
"3772","Umaria","Nowrozabad",2,"umaria nowrozabad",0,"umaria nowrozabad",431,"03486"
"3773","Umaria","Pali",1,"umaria pali",0,"umaria pali",431,"03485"
"3774","Umaria","manpur",15,"umaria manpur",0,"umaria manpur",431,"03484"
"3775","Una","Amb",10,"una amb",0,"una amb",29,"00148"
"3776","Una","Amb(T)",11,"una amb(t)",3,"una amb",29,"00148"
