,Proposal,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
93,SIA/WB/MIS/70155/2020,EN/T-II-1/019/2020,"MASS HOUSING PROJECT ""SHUKHOBRISHTI""",West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 17 Mar 2022 ,Date of Ec Granted : 29 Aug 2023,INFRA-2,BENGAL SHAPOORJI HOUSING DEVELOPMENT PRIVATE LIMITED,EC Granted
94,SIA/WB/MIS/210967/2021,EN/T-II-1/111/2021,Proposed Residential Complex by Berlia Developers,West Bengal,Jalpaiguri,No Data,Date of Submission for EC: 12 Jul 2021 ,Date of Ec Granted : 23 Mar 2022,INFRA-2,BERLIA DEVELOPERS,EC Granted
95,SIA/WB/MIN/191109/2021,,Subarnarekha river bed project,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 07 Jan 2021 ,Non-Coal Mining,SUBARNAREKHA RIVER BED SAND MINING,WithdrawEC
96,SIA/WB/MIN/208449/2021,EN/T-II-1/093/2021,Chaitpur Sand Mine,West Bengal,Barddhaman,Burdwan - I,Date of Submission for TOR: ,Date of Submission for EC: 08 Apr 2021 ,Non-Coal Mining,BUDDHADEB ADHIKARI,Delisted
97,SIA/WB/MIS/270832/2022,EN/T-II-1/031/2022,Mercantile Retail Assembly Business and MLCP Building,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 02 May 2022 ,Date of Ec Granted : 06 Jul 2022,INFRA-2, MINDSTONE MALL DEVELOPERS PRIVATE LIMITED,EC Granted
98,SIA/WB/MIN/261573/2022,,Bangpur Sand Mine,West Bengal,Purba Burdwan,Burdwan,Date of Submission for TOR: ,Date of Submission for EC: 14 Mar 2022 ,Non-Coal Mining,SANJAY BHAKTA,Delisted
99,SIA/WB/MIS/254728/2022,EN/T-II-1/007/2022,Residential Complex by Indian Craft Village Trust.,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 03 Feb 2022 ,Date of Ec Granted : 13 May 2022,INFRA-2, INDIAN CRAFT VILLAGE TRUST,EC Granted
100,SIA/WB/MIN/230592/2021,,"Haibatpur Sand Mining, Santilata Roy",West Bengal,Purba Burdwan,Burdwan,Date of Submission for TOR: ,Date of Submission for EC: 22 Sep 2021 ,Non-Coal Mining,"HAIBATPUR SAND MINE, SANTILATA ROY",Delisted
101,SIA/WB/MIN/197029/2021,EN/T-II-1/053/2021,Gopiballavpur - II Sand Block MGB - 21 of Uttam Satpathy,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 07 Feb 2021 ,Non-Coal Mining,UTTAM SATPATHY,Delisted
102,SIA/WB/MIN/186275/2020,EN/T-II-1/070/2020,Katna Sand Block 0117DR009 of Prasenjit Maji,West Bengal,Bankura,Vishnupur,Date of Submission for TOR: ,Date of Submission for EC: 02 Dec 2020 ,Non-Coal Mining,PRASENJIT MAJI,Delisted
103,SIA/WB/MIN/198665/2021,,Hira Brick Field,West Bengal,Malda,Chanchal - II,Date of Submission for TOR: ,Date of Submission for EC: 15 Sep 2021 ,Non-Coal Mining,JAGJIBAN AGGARWALA,Delisted
104,SIA/WB/MIN/235710/2021,,Idilpur Sand Mine,West Bengal,Purba Burdwan,Burdwan,Date of Submission for TOR: ,Date of Submission for EC: 25 Oct 2021 ,Non-Coal Mining,"NAMITA ENTERPRISE, IDILPUR",Delisted
105,SIA/WB/MIN/189120/2020,,"POSHTANKA SAND MINE (AREA- 0.81 HECTARES) ON KANGSHABATI RIVER ON Plot No.-1(P) LOCATED AT MOUZA-POSHTANKA, P.S. - DASPUR, DISTRICT- PASCHIM MEDINIPUR, STATE- WEST BENGAL, JL NO. 121",West Bengal,East Medinipur,Daspur - I,Date of Submission for TOR: ,Date of Submission for EC: 31 Aug 2021 ,Non-Coal Mining,JOY GURU CONSTRUCTION,Delisted
106,SIA/WB/MIN/232210/2021,,"KHAIHATTA BRICK SOIL MINE, FOR M/S AGARWALA BRICK MANUFACTURER, AREA 2.80 ACRES",West Bengal,Malda,Maldah (old),Date of Submission for TOR: ,Date of Submission for EC: 01 Oct 2021 ,Non-Coal Mining,M/S AGARWALA BRICK MANUFACTURER,Delisted
107,SIA/WB/MIN/231405/2021,,Gopiballavpur - II Sand Block MGB - 91 of Tanay Maity,West Bengal,Jhargram,keshiary,Date of Submission for TOR: ,Date of Submission for EC: 26 Sep 2021 ,Non-Coal Mining,TANAY MAITY,Delisted
108,SIA/WB/MIN/210444/2021,,Desher Mohan sand mine,West Bengal,Barddhaman,Jamuria,Date of Submission for TOR: ,Date of Submission for EC: 26 Apr 2021 ,Non-Coal Mining,KOILASH MAHATO,WithdrawEC
109,SIA/WB/MIN/193118/2021,EN/T-II-1/069/2021,Subarnarekha river bed project MSHB-9,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 14 Jan 2021 ,Non-Coal Mining,SRIKANTA MONDAL - MSHB 9,Delisted
110,SIA/WB/MIN/201804/2021,,Gopiballavpur - II Sand Block MGB - 12 of Kanchan Sahoo,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 14 Mar 2021 ,Non-Coal Mining,KANCHAN SAHOO,Delisted
111,SIA/WB/MIS/61427/2005,,"Proposed Expansion of “UNIWORLD CITY” at Plot No. IIIB/2, Premises No. 52 3333 MAR, Rajarhat, New Town, Kolkata, West Bengal",West Bengal,North 24 Parganas,Rajarhat,Date of Submission for TOR: ,Date of Submission for EC: 02 Mar 2021 ,INFRA-2,BENGAL UNITECH UNIVERSAL INFRASTRUCTURE PVT. LTD.,Delisted
112,SIA/WB/MIN/262516/2022,EN/T-II-1/130/2023,Dangariai Sand Mine Block MGB 162,West Bengal,Jhargram,Kharagpur - I,Date of Submission for TOR: ,Date of Submission for EC: 23 Mar 2022 ,Non-Coal Mining,SRIKANTA MONDAL - MGB 162,Rejection Letter Granted
113,SIA/WB/MIN/261200/2022,EN/T-II-1/133/2023,"Raghunathpur [Plot No. 1041(P), 1003(P) & 1002(P); J.L. No.- 271] sand deposit on Kangshabati River",West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 23 Feb 2023 ,Non-Coal Mining,SK. REJABUL,Rejection Letter Granted
114,SIA/WB/MIN/262924/2022,EN/T-II-1/029/2023,Krishnadebpur sand mine on Bhagirathi river,West Bengal,Barddhaman,Kalna - I,Date of Submission for TOR: ,Date of Submission for EC: 23 Dec 2022 ,Non-Coal Mining,MR. BASIRUDDIN SEIKH,Rejection Letter Granted
115,SIA/WB/MIS/187248/2020,EN/T-II-1/096/2021,"Residential Complex ""Urvan""",West Bengal,North 24 Parganas,Barasat - I,Date of Submission for EC: 26 Feb 2021 ,Date of Ec Granted : 17 Oct 2023,INFRA-2,MERLIN PROJECTS LTD.,EC Granted
116,SIA/WB/MIN/207869/2021,EN/T-II-1/089/2021,Brick Earth Mine of Prasad Brick Field of Bishnupriya Halder,West Bengal,Bankura,Indus,Date of Submission for TOR: ,Date of Submission for EC: 05 Apr 2021 ,Non-Coal Mining,BISHNUPRIYA HALDER,Delisted
117,SIA/WB/MIN/210340/2021,EN/T-II-1/108/2021,Palla sand mine,West Bengal,Barddhaman,Memari - I,Date of Submission for TOR: ,Date of Submission for EC: 26 Apr 2021 ,Non-Coal Mining,MAA DURGA COAL TRADERS,Delisted
118,SIA/WB/MIN/210732/2021,EN/T-II-1/105/2021,Jujuti Sand Mine,West Bengal,Barddhaman,Galsi - I,Date of Submission for TOR: ,Date of Submission for EC: 30 Apr 2021 ,Non-Coal Mining,RAJA GHOSH,Delisted
119,SIA/WB/MIN/180186/2020,,Purba Bejpura Brick Earth,West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 22 Oct 2020 ,Non-Coal Mining,CRYSTAL CONSULTANTS,Delisted
120,SIA/WB/MIS/74824/2022,EN/T-II-1/024/2022,Common Bio Medical Waste Treatment Facility proposed by M/S SNG Envirosolutions Private Limited,West Bengal,Bankura,Barjora,Date of Submission for EC: 19 Jul 2022 ,Date of Ec Granted : 19 Sep 2022,INFRA-2,SURENDRA SINGH,EC Granted
121,SIA/WB/MIN/248856/2021,,Stone Crusher of K. K. Builders Pvt. Ltd.,West Bengal,Purulia,Barabazar,Date of Submission for TOR: ,Date of Submission for EC: 30 Dec 2021 ,Non-Coal Mining,K. K. BUILDERS PVT. LTD.,Delisted
122,SIA/WB/MIS/102904/2019,EN/T-II-1/043/2019,RESIDENTIAL COMPLEX,West Bengal,North 24 Parganas,Barrackpur - I,Date of Submission for TOR: ,Date of Submission for EC: 27 May 2019 ,INFRA-2,MAGNOLIA INFRASTRUCTURE DEVELOPMENT LIMITED,Delisted
123,SIA/WB/MIS/120061/2019,EN/T-II-1/047/2018,Residential Complex by Brisk Sales Pvt. Ltd. & Others,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for TOR: ,Date of Submission for EC: 01 Oct 2019 ,INFRA-2,BRISK SALES PRIVATE LIMITED AND OTHERS,Delisted
124,SIA/WB/MIS/69107/2018,,RESIDENTIAL COMPLEX,West Bengal,Burdwan,Kanksa,Date of Submission for TOR: ,Date of Submission for EC: 09 Jun 2022 ,INFRA-2,RDB REALTY AND INFRASTRUCTURE LIMITED,Delisted
125,SIA/WB/MIS/229498/2021,EN/T-II-1/143/2021,Expansion of Residential Development by Amitis Developers LLP,West Bengal,South 24 Parganas,Bishnupur - I,Date of Submission for EC: 28 Sep 2021 ,Date of Ec Granted : 03 Jun 2022,INFRA-2,AMITIS DEVELOPERS LLP,EC Granted
126,SIA/WB/MIN/260162/2022,,Haldi River Bed Sand Mining,West Bengal,East Medinipur,Nandigram - III,Date of Submission for TOR: ,Date of Submission for EC: 08 Mar 2022 ,Non-Coal Mining,EXCEL MOVERS,Delisted
127,SIA/WB/MIN/239082/2021,,BANKURA SAND MINE ON KANGSHABATI RIVER,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 23 Nov 2021 ,Non-Coal Mining,SHANKAR PRASAD GHOSH,Delisted
128,SIA/WB/MIN/265319/2022,,FARIDPUR SAND MINE,West Bengal,Uttar Dinajpur,Kaliaganj,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,MRINAL ROY,Under examination of SEIAA 
129,SIA/WB/MIN/190526/2020,,"Kushmai Brick Earth Mine For M/s K.M. Brick Field, Area 2.97 Acres",West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 30 Dec 2020 ,Non-Coal Mining,P & M SOLUTION,Delisted
130,SIA/WB/MIN/275014/2022,,Environmental clearance for proposed river bed sand mining having lease area 1.25 Ha of Katigram Sand Block on Dwarka river.,West Bengal,Birbhum,Mayureswar - I,Date of Submission for TOR: ,Date of Submission for EC: 28 May 2022 ,Non-Coal Mining, GEE DEE MINING PRIVATE LIMITED,Delisted
131,SIA/WB/MIN/220763/2021,EN/T-II-1/415/2023,KENDAJORE,West Bengal,Purulia,Manbazar-II,Date of Submission for TOR: ,Date of Submission for EC: 28 Apr 2023 ,Non-Coal Mining,KENDAJORE QUARTZ MINE(2.49 ACRE),Delisted
132,SIA/WB/MIN/246677/2021,,Panchmukhi Stone Crusher,West Bengal,Purulia,Barabazar,Date of Submission for TOR: ,Date of Submission for EC: 22 Dec 2021 ,Non-Coal Mining,PANCHMUKHI STONE CRUSHER,Delisted
133,SIA/WB/MIS/104002/2019,EN/T-II-1/050/2019,Flipkart Big Box,West Bengal,Nadia,Haringhata,Date of Submission for TOR: ,Date of Submission for EC: 02 Jul 2019 ,INFRA-2,INSTA KART SERVICES PVT LTD (A FLIPKART GROUP COMPANY),Delisted
134,SIA/WB/MIN/203318/2021,,Art Brick Field,West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 15 Mar 2021 ,Non-Coal Mining,JANARDAN AGGARWALA,Delisted
135,SIA/WB/MIN/186827/2020,EN/T-II-1/031/2021,PALLA SAND MINE ON DAMODAR RIVER,West Bengal,Barddhaman,Memari - I,Date of Submission for TOR: ,Date of Submission for EC: 06 Dec 2020 ,Non-Coal Mining,PALLA SAND MINE OF SHRI CHANDAN GARAI,Delisted
136,SIA/WB/MIN/196771/2021,EN-T-II-1/055/2021,Gopiballavpur - II Sand Block MGB - 94 of Sayed Asfak Ali,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 05 Feb 2021 ,Non-Coal Mining,SAYED ASFAK ALI,Delisted
137,SIA/WB/MIN/262373/2022,EN/T-II-1/362/2023,Jamsole Sand Block MSB-62 of Tanushree Ghosh.,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 11 Apr 2023 ,Non-Coal Mining,TANUSHREE GHOSH,Rejection Letter Granted
138,SIA/WB/MIN/193697/2021,EN/T-II-1/034/2021,CHHIPRA SAND MINE,West Bengal,Alipurduar,Alipurduar II,Date of Submission for TOR: ,Date of Submission for EC: 19 Jan 2021 ,Non-Coal Mining,HMHG CONSTRUCTION,Delisted
139,SIA/WB/MIN/242232/2021,,Krishnadebpur sand mine on Bhagirathi river,West Bengal,Barddhaman,Kalna - I,Date of Submission for TOR: ,Date of Submission for EC: 17 Dec 2021 ,Non-Coal Mining,MR. BASIRUDDIN SEIKH,Delisted
140,SIA/WB/MIS/241972/2021,EN/T-II-1/053/2022,Residential Complex,West Bengal,Darjeeling,Matigara,Date of Submission for TOR: ,Date of Submission for EC: 11 Aug 2022 ,INFRA-2,CITY DEVELOPERS,Rejection Letter Granted
141,SIA/WB/MIN/262484/2022,EN/T-II-1/036/2023,Kherua Sand Mine Ajay River Binoy Dhara,West Bengal,Barddhaman,Mangolkote,Date of Submission for TOR: ,Date of Submission for EC: 24 Dec 2022 ,Non-Coal Mining,"KHERUA SAND MINE, BINOY DHARA",Agenda Uploaded by SEAC
142,SIA/WB/MIN/263783/2022,,HIJAL SAND MINE ON MAYURAKSHI RIVER,West Bengal,Murshidabad,Kandi,Date of Submission for TOR: ,Date of Submission for EC: 26 Mar 2022 ,Non-Coal Mining,DULAL BISWAS,Query raised by SEIAA and pending at PP
143,SIA/WB/IND2/278404/2022,EN/T-II-1/043/2022,"Drilling of 20 Shale gas Exploratory Wells in Raniganj (South) CBM Block, West Bengal by Great Eastern Energy Corporation Limited",West Bengal,Burdwan,Kanksa,Date of Submission for EC: 16 Jun 2022 ,Date of Ec Granted : 27 Apr 2023,Industrial Projects - 2,M/S. GREAT EASTERN ENERGY CORPORATION LTD,EC Granted
144,SIA/WB/MIN/246985/2021,,Stone Crusher Unit of Mehta Stone Crusher,West Bengal,Purulia,Barabazar,Date of Submission for TOR: ,Date of Submission for EC: 23 Dec 2021 ,Non-Coal Mining,STONE CRUSHER UNIT OF MEHTA STONE CRUSHER,Delisted
145,SIA/WB/MIN/265194/2022,,Mining of River Bed Mineral - Sand on Maahananda River,West Bengal,Malda,Chanchal - II,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,ADYAMAA TRADELINK PVT. LTD.,Delisted
146,SIA/WB/MIN/229186/2021,,DIAGRAM BRICK SOIL MINING PROJECT FOR M/S JODUPUR BRICKS FIELD,West Bengal,Malda,English Bazar,Date of Submission for TOR: ,Date of Submission for EC: 14 Sep 2021 ,Non-Coal Mining,M/S JODUPUR BRICKS FIELD,Delisted
147,SIA/WB/MIN/175087/2020,EN/T-II-1/029/2020,"CHAKDAULAT SAND MINE (AREA- 1.47 HECTARES) ON KANGSHABATI RIVER ON Plot No.- 324(P), MOUZA- CHAKDAULAT, P.S. - MEDINIPUR, DISTRICT- PASCHIM MEDINIPUR, STATE- WEST BENGAL, JL NO. -285",West Bengal,East Medinipur,Midnapore,Date of Submission for TOR: ,Date of Submission for EC: 24 Sep 2020 ,Non-Coal Mining,IYAMIN MONDAL,Delisted
148,SIA/WB/MIN/184993/2020,EN/T-II-1/032/2021,PURBATOR SAND MINE,West Bengal,Bankura,Mejhia,Date of Submission for TOR: ,Date of Submission for EC: 27 Nov 2020 ,Non-Coal Mining,PURBATOR SAND MINE OF SHRI SANTOSH KUMAR CHOURASIA,Delisted
149,SIA/WB/MIN/184883/2020,,"Kotsimul Sand Mining on Kanki River, Maa Tara Builders",West Bengal,Barddhaman,Raina - II,Date of Submission for TOR: ,Date of Submission for EC: 03 Feb 2021 ,Non-Coal Mining,RAY TECHNO SOLUTIONS,Delisted
150,SIA/WB/MIN/193776/2021,,"M/s Super Brick Field in Mouza – Sripur, Area 4.25 Acres",West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 19 Jan 2021 ,Non-Coal Mining,P & M SOLUTION,Delisted
151,SIA/WB/MIS/150174/2020,,Development of Sri Chaitanya Chandrodaya Mandir,West Bengal,Nadia,Nabadwip,Date of Submission for TOR: ,Date of Submission for EC: 21 May 2021 ,INFRA-2,ISKCON INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS,WithdrawEC
152,SIA/WB/MIN/197478/2021,,Uttar Ramnagar Brick Earth Mine For M/s Rose Brick Field,West Bengal,Malda,Harishchandrapur - I,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2021 ,Non-Coal Mining,P & M SOLUTION,Delisted
153,SIA/WB/MIN/262143/2022,,Bhimbar [Plot No. 392(P) & 393(P); J.L. No.- 531] sand deposit on Kangshabati River,West Bengal,West Medinipur,Keshpur,Date of Submission for TOR: ,Date of Submission for EC: 16 Mar 2022 ,Non-Coal Mining,SWAPAN DAS BHOWMIK,Under examination of SEIAA 
154,SIA/WB/MIS/105360/2019,EN/T-II-1/053/2019,MODIFICATION AND EXPANSION OF RESIDENTIAL COMPLEX,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for TOR: ,Date of Submission for EC: 01 Jul 2019 ,INFRA-2,DISPLAY VINIMAY PRIVATE LIMITED,WithdrawEC
155,SIA/WB/MIN/242191/2021,,Raju Bricks of Himangshu Mondal,West Bengal,Jhargram,Kharagpur - I,Date of Submission for TOR: ,Date of Submission for EC: 15 Mar 2022 ,Non-Coal Mining,HIMANGSHU MONDAL,Delisted
156,SIA/WB/MIN/273980/2022,,SHIVALAYA ENTERPRISES,West Bengal,Darjeeling,Matigara,Date of Submission for TOR: ,Date of Submission for EC: 28 Nov 2022 ,Non-Coal Mining,SANJOY SINGH,Query raised by SEIAA and pending at PP
157,SIA/WB/MIS/240409/2021,EN/T-II-1/392/2023,Redevelopment of 180 Residential Quarters (96 no. existing & 84 no. proposed) by SAIL-ISP,West Bengal,Paschim bardhaman,Durgapur,Date of Submission for TOR: ,Date of Submission for EC: 26 Apr 2023 ,INFRA-2,INDIAN IRON & STEEL COMPANY (IISCO),Rejection Letter Granted
158,SIA/WB/MIN/246526/2021,,Premlata Stone Work,West Bengal,Purulia,Barabazar,Date of Submission for TOR: ,Date of Submission for EC: 21 Dec 2021 ,Non-Coal Mining,PREMLATA STONE WORKS,Delisted
159,SIA/WB/MIN/266360/2022,,"Mining of River bed Sand (Mahananda River) of M/s Surovi Scrap of Mr. Bidyut Ranjan Thakur, River plot –2194, near Mouza -Barabilla, J.L. No.: 9, Village - Barabilla, P. S – Chopra, Block: Rajganj, Dist. – Uttar Dinajpur, State: West Bengal, (Area – ",West Bengal,Uttar Dinajpur,Chopra,Date of Submission for TOR: ,Date of Submission for EC: 06 Apr 2022 ,Non-Coal Mining,BIDYUT THAKUR,WithdrawEC
160,SIA/WB/IND2/38362/2018,,Establishment of one LPG yard (storage facility) consisting of 2 nos. 10 MT Bullet,West Bengal,East Medinipur,Sutahata - I,Date of Submission for TOR: ,Date of Submission for EC: 01 Jul 2019 ,Industrial Projects - 2,EXIDE INDUSTRIES LIMITED,Query raised by SEIAA and pending at PP
161,SIA/WB/NCP/64892/2017,EN/T-II-1/063/2017,Business Building Garment Park,West Bengal,South 24 Parganas,Budge Budge - I,Date of Submission for EC: 09 Sep 2017 ,Date of Ec Granted : 17 May 2018,INFRA-1,WBIDC,EC Granted
162,SIA/WB/IND/17356/2015,EN/T-II-1/080/2014,"Expansion of Cement Grinding unit 1x400 TPD for manufacturing of portland Pozzolona Cement of capacity 12000 TPA by M/s Vigneshwara Cement Pvt Ltd at JL No 244,Dag No.1083,Vill-Purandarpur,PO-Kanchanp",West Bengal,Bankura,Bankura - II,Date of Submission for EC: 22 Sep 2016 ,Date of Ec Granted : 12 Jun 2017,Industrial Projects - 1,FULGRO ENVIRONMENTAL AND ENGINEERING SERVICES INDIA PVT LTD JAIPUR,EC Granted
163,SIA/WB/MIS/82342/2018,EN/T-II-1/003/2019,223C Maniktala Main Road,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 14 Jan 2019 ,INFRA-2,SHREE KRISHNA REALCON,Rejection Letter Granted
164,SIA/WB/NCP/63911/2017,EN/T-II-1/020/2017,Residential with mercantile building - Building & Construction Project,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 25 Apr 2017 ,Date of Ec Granted : 24 May 2019,INFRA-1,MUKTAMANI VANIJYA PRIVATE LIMITED,EC Granted
165,SIA/WB/IND1/404126/2022,EN/T-II-1/011/2022,"Shree Kolkata Cement Plant (Clinker Grinding Unit) with Cement Production Capacity of 2.5 Million TPA (OPC, PPC, PSC, Composite Cement, SRC & RHPC), D.G. sets 1250 KVA (1000 KVA or 2 x 500 KVA & 250 KVA) along with Railway siding at Villages/ Mouza: Kaijuri & Rauta, Near Birshibpur Railway Station, PS - Uluberia- I, Taluka: Uluberia, District: Howrah, (West Bengal) by Shree Cement North Private Limited",West Bengal,Howrah,,Date of Submission for TOR: ,Date of Submission for EC: 08 Jun 2023 ,Industrial Projects - 1,SHREE CEMENT NORTH PRIVATE LIMITED,Deferred by SEIAA
166,SIA/WB/MIS/67576/2017,T-II-1/065/2017,Atmosphere ,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 21 Sep 2017 ,Date of Ec Granted : 07 Oct 2020,INFRA-2,FORUM PROJECTS PVT. LTD.,EC Granted
167,SIA/WB/MIN/188022/2020,EN/T-II-1/132/2021,FRIENDS BRICK FIELD,West Bengal,South 24 Parganas,Diamond Harbour - I,Date of Submission for TOR: ,Date of Submission for EC: 03 May 2021 ,Non-Coal Mining,M/S FRIENDS BRICK,Delisted
168,SIA/WB/MIN/193527/2021,,Joy Maa Durga Brick Field,West Bengal,Malda,Gazole,Date of Submission for TOR: ,Date of Submission for EC: 17 Jan 2021 ,Non-Coal Mining,JOY MAA DURGA BRICK FIELD,Delisted
169,SIA/WB/MIN/264704/2022,EN/T-II-1/158/2023,ALUGRAM SAND MINE,West Bengal,Murshidabad,Bharatpur - I,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,KRISHNA AGARWALA,Delisted
170,SIA/WB/MIN/264697/2022,EN/T-II-1/160/2023,BELOA SAND MINE,West Bengal,Bankura,Sonamukhi,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,BAPI KANDAR,Rejection Letter Granted
171,SIA/WB/MIN/264485/2022,EN/T-II-1/106/2023,Illambazar Sand Block BIR/ILLAMBAZAR/SUKDALA/282/2018 of Laltu Dutta.,West Bengal,Birbhum,Illambazar,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,LALTU DUTTA,Rejection Letter Granted
172,SIA/WB/MIN/264617/2022,EN/T-II-1/103/2023,JADAVPUR SAND MINE,West Bengal,Murshidabad,Khargram,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,TAPAN MONDAL,Delisted
173,SIA/WB/MIN/264666/2022,EN/T-II-1/161/2023,Jaganathpur Sand Mine on Kangshabati river,West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,SEKH HOSSAIN,Rejection Letter Granted
174,SIA/WB/MIS/134245/2019,EN/T-II-1/046/2021,EXPANSION OF RESIDENTIAL PROJECT,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 08 Feb 2021 ,Date of Ec Granted : 23 Mar 2022,INFRA-2,AKSHAY VINIMAY LLP,EC Granted
175,SIA/WB/MIN/185178/2020,EN/T-II-1/016/2021,Gopiballavpur – II Sand Block MGB – 166,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 27 Nov 2020 ,Non-Coal Mining,SHAKTIPADA RAY,Delisted
176,SIA/WB/INFRA2/409765/2022,EN/T-II-1/060/2022,"Construction of Basement + Ground Floor + 10 Storied Building for State of the Art, Director General, GSI Office at Plot No. GN-40, Sector – V, Salt Lake, Kolkata",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 08 Dec 2022 ,INFRA-2,Rahul Sharma,Rejection Letter Granted
177,SIA/WB/NCP/75288/2018,EN/T-II-1/055/2018,RESIDENTIAL CUM COMMERCIAL COMPLEX BY LEISURE STOCKIST PVT. LTD. & OTHERS,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 22 Jun 2018 ,Date of Ec Granted : 23 Jul 2021,INFRA-1,LEISURE STOCKIST PRIVATE LIMITED AND OTHERS,EC Granted
178,SIA/WB/MIS/109212/2019,EN/T-II-1/097/2018,PS Magnum,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 26 Jun 2019 ,Date of Ec Granted : 16 Oct 2019,INFRA-2,PS MAGNUM,EC Granted
179,SIA/WB/MIN/200414/2021,EN/T-II-1/102/2021,"AMRARGARH MORRUM DEPOSIT (AREA- 1.68 HECTARES)AT- AMRARGARH ON Plot No.-202 LOCATED AT MOUZA- AMRARGARH, P.S. - AUSGRAM, DISTRICT- PURBA BARDHAMAN, STATE- WEST BENGAL, JL NO. 57",West Bengal,Purba Burdwan,AUSGRAM II,Date of Submission for TOR: ,Date of Submission for EC: 10 Mar 2021 ,Non-Coal Mining,M/S NATIONAL TRADERS.,Delisted
180,SIA/WB/MIN/263804/2022,,HIJAL SAND MINE,West Bengal,Murshidabad,Kandi,Date of Submission for TOR: ,Date of Submission for EC: 26 Mar 2022 ,Non-Coal Mining,DULAL BISWAS,Under examination of SEIAA 
