,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
74,SIA/OR/MIN/63388/2021,63388/148-MINB1/05-2021,NARANAPUR MAHANADI SAND QUARRY OVER AN AREA OF  13.35 ACRES OR 5.40 HECTARES IN VILLAGE NARANAPUR UNDER BARAMBA TAHASIL OF CUTTACK DISTRICT ODISHA,Orissa,Cuttack,Badamba,18-May-21,18-Nov-21,Non-Coal Mining,SMT. MAMATA SAMANTA,TOR GrantedL
75,SIA/OR/MIN/63373/2021,63373/133-MINB1/05-2021,KANTAPADA MAHANADI SAND QUARRY OVER AN AREA OF  16.00 ACRES OR 6.470 HECTARES IN VILLAGE KANTAPADA UNDER BARAMBA TAHASIL OF CUTTACK DISTRICT ODISHA,Orissa,Cuttack,Badamba,17-May-21,27-Aug-21,Non-Coal Mining,CHINTAMANI SAMAL,TOR GrantedL
76,SIA/OR/MIN/63322/2021,63322/131-MINB1/05-2021,"DHANARASI SAND QUARRY, KHATA NO: 276, PLOT NO: 1 & 28 AT: DHANARASI, TAHASIL: DIGAPAHANDI, DIST: GANJAM, STATE",Orissa,Ganjam,Digapahandi,14-May-21,27-Aug-21,Non-Coal Mining,LAXMI SETHI,TOR GrantedL
77,SIA/OR/MIN/63160/2021,63160/50-NCMB1/05-2021,Oraghat Iron Ore Mine of  M/s Rungta Sons Pvt. Ltd.,Orissa,Sundargarh,Koida,14-May-21,23-Jul-21,Non-Coal Mining,RUNGTA SONS PRIVATE LIMITED,TOR GrantedL
78,SIA/OR/MIN/63319/2021,63319/132-MINB1/05-2021,"Environmental clearance for production of 19020 cum/ annum of sand from Baitarini Sand Bed, Tukuna over an area of 7.155 ha at mouza - Tukuna under Anandapur Tahsil of Keonjhar district, Odisha",Orissa,Kendujhar,Anandapur,14-May-21,27-Aug-21,Non-Coal Mining,RAMESH CH. SAHOO,TOR GrantedL
79,SIA/OR/IND/62293/2021,62293/18-IND/03-2021,"Proposed Greenfield Project for Coal Tar Distillation of Capacity – 180,000 TPA;  Phase-I 60,000 TPA Coal Tar distillation project (to manufacture 31,200 TPA Coal Tar Pitch,; 15,000 TPA WFO & 12,000 TPA Anthracene Oil) and Phase-II 120,000 TPA Coal Tar distillation project (to manufacture 62,400 TPA Coal Tar Pitch,; 30,000 TPA WFO; 24,000 TPA Anthracene Oil) At Village- Siriapali PS & Tehsil - Kolabira, District - Jharsuguda, Odisha",Orissa,Jharsuguda,Kolabira,13-May-21,28-Sep-21,Industrial Projects - 1,UTKAL HYDROCARBON PVT LTD,TOR GrantedL
80,SIA/OR/MIN/63087/2021,63087/130-MINB1/05-2021,SEMELIA STONE QUARRY OVER AN AREA OF 25.00 ACRES OR 10.117 HECTARES IN VILLAGE SEMELIA UNDER LAKHANPUR TAHASIL OF JHARSUGUDA DISTRICT,Orissa,Jharsuguda,Lakhanpur,11-May-21,27-Aug-21,Non-Coal Mining,MAA PARTHIVII TRADERS OF SATYENDRA KUMAR CHANDRA,TOR GrantedL
81,SIA/OR/MIS/63257/2021,To be assigned,Proposed Residential plotted development,Orissa,Khordha,Chandaka,11-May-21, TOR Not Granted Yet,INFRA-2,M/S TIRUMALA INFRASTRUCTURE & DEVELOPMENT (P) LTD.,DelistedD
82,SIA/OR/MIN/62748/2021,62748/124-MINB1/04-2021,Krushnandpur Paika Nadi Sand Sairat over 12.65 acre or 5.12 hectare under Tirtol Tahasil of Jagatsinghpur District.,Orissa,Jagatsinghapur,Tirtol,18-Apr-21,19-Jul-21,Non-Coal Mining,SRI DAMODAR MOHAPATRA,TOR GrantedL
83,SIA/OR/MIS/61914/2021,61914/53-MIS/03-2021,Residential & Commercial Project “Grand Bazaar”,Orissa,Cuttack,Cuttack Sadar,14-Apr-21,02-Nov-21,INFRA-2,GRAND BAZAAR DEVELOPERS LLP,TOR GrantedL
84,SIA/OR/MIN/62502/2021,62502/121-MINB1/04-2021,"Baitarini River Sand Bed over an area of 5.26 ha in Village Dimiria under Hatadihi Tahsil in Keonjhar district,Odisha.",Orissa,Kendujhar,Nandipada,12-Apr-21,19-Jul-21,Non-Coal Mining,CHINMAY KUMAR NAYAK,TOR GrantedL
85,SIA/OR/MIN/62500/2021,62500/122-MINB1/04-2021,"Baitarini River Sand Bed over an area of 12.95 ha in Village Amaranga under Anandapur Tahsil in Keonjhar district,Odisha.",Orissa,Kendujhar,Anandapur,12-Apr-21,19-Jul-21,Non-Coal Mining,SANATAN SAMAL,TOR GrantedL
86,SIA/OR/MIN/62580/2021,62580/123-MINB1/04-2021,"Ambadahara Stone Quarry over an area of 6.0 ha in village Ambadahara under Banspal Tehsil in Keonjhar district,Odisha.",Orissa,Kendujhar,banspal,08-Apr-21,19-Jul-21,Non-Coal Mining,TAHSILDAR BANSPAL,TOR GrantedL
87,SIA/OR/MIN/62431/2021,62431/120-MINB1/04-2021,"Bankeda Sand Quarry over an area 5.220 Ha. At- Bankeda, Tahasil- Tarbha, Dist-  Subarnapur, Odisha.",Orissa,Sonapur,Tarbha,08-Apr-21,19-Jul-21,Non-Coal Mining,TAHASILDAR TARBHA,TOR GrantedL
88,SIA/OR/MIN/57744/2020,57744/56-NCMB1/10-2020,"Bhanjapalli iron ore Mines deposit over an area of 18.00 hectares located in village Bhanjapalli, Tahasil: Bonei, district: Sundargarh, Odisha.",Orissa,Sundargarh,Koida,06-Apr-21,01-Sep-21,Non-Coal Mining,BHANJAPALLI IRON ORE MINES,TOR GrantedL
89,SIA/OR/MIN/62420/2021,62420/119-MINB1/04-2021,"Jariput & Jayamangalpur Cluster Black Stone Quarry over an area 8.484 Ha.  Khat No- 296 & 432, Plot No- 1112,1112/1061,1061,1112/1 & 1632, At- Jariput & Jayamangalpur, Tahasil- Tangi, Dist- Khurdha.",Orissa,Khordha,Tangi,05-Apr-21,19-Jul-21,Non-Coal Mining,TAHASILDAR TANGI,TOR GrantedL
90,SIA/OR/MIN/62393/2021,62393/118-MINB1/04-2021,SINDRIGAON SAND QUARRY OVER AN AREA OF 8.320 HECTARES IN SIDRIGAON VILLAGE UNDER BALLIGUDA TAHASIL OF KANDHAMAL DISTRICT,Orissa,Kandhamal,Baliguda,01-Apr-21,19-Jul-21,Non-Coal Mining,SRI BIPIN BIHARI PATRA,TOR GrantedL
91,SIA/OR/MIN/62354/2021,62354/117-MINB1/03-2021,2500 CUM PER YEAR PRODUCTION CAPACITY OF TUNAPUR MAHANADI SAND QUARRY OVER AN AREA OF 13.00 ACRES OR 5.26 HECTARES IN TUNAPUR VILLAGE UNDER BARAMBA TAHASIL OF CUTTACK DISTRICT,Orissa,Cuttack,Badamba,31-Mar-21,19-Jul-21,Non-Coal Mining,SMT DEBAJANI PRAHARAJ,TOR GrantedL
92,SIA/OR/MIN/62064/2021,62064/48-NCMB1/03-2021,"Enhancement in Production of Iron ore from 0.3 million TPA to 0.7 million TPA ROM with total excavation of 1.024 million TPA (ROM of 0.7 million TPA + 0.324 million TPA waste) and setting up two mobile crushing units of 150 TPH capacity each & two mobile screening units of 250 TPH capacity each in Adaghat Iron Ore Mines over an area of 15.074 ha. of M/s National Enterprises in village- Adaghat under Block & Tehsil- Koida, Subdivision- Bonai in Sundargarh district of Odisha",Orissa,Sundargarh,Koida,30-Mar-21,19-Aug-21,Non-Coal Mining,NATIONAL  ENTERPRISES,TOR GrantedL
93,SIA/OR/MIN/62071/2021,62071/116-MINB1/03-2021,"Guitana Nagrigudari Kainjhar Sand Quarry is a sand mining project over an area of 12.740 acres/ 5.156 Ha. located in villages – Guitana, Nagrigudari & Kainjhar , Tahasil - Tikabali in District - Kandhamal of Odisha",Orissa,Kandhamal,Tikabali,26-Mar-21,19-Jul-21,Non-Coal Mining,SATYABAN KANHAR,TOR GrantedL
94,SIA/OR/MIN/58177/2020,58177/103-MINB1/01-2021,"Sikridi stone quarry-2, 3 & 4",Orissa,Sambalpur,Sadar,26-Mar-21,08-Jul-21,Non-Coal Mining,NEERAJ KUMAR AGRAWAL,TOR GrantedL
95,SIA/OR/MIN/58858/2020,58858/111-MINB1/01-2021,"Talab Stone Quarry-1,1(A),2,2(A)& 6",Orissa,Sambalpur,Sadar,26-Mar-21,08-Jul-21,Non-Coal Mining,NEERAJ KUMAR AGRAWAL,TOR GrantedL
96,SIA/OR/MIN/61305/2021,61305/113-MINB1/02-2021,"Mangarajpur Mahanadi Sand Quarry, Plot No-3270/3749, Khata No-641, At- Mangarajpur, Tahasil- Baramba, Dist- Cuttack",Orissa,Cuttack,Badamba,25-Mar-21,11-Jul-21,Non-Coal Mining,HARAPRASAD SENAPATI,TOR GrantedL
97,SIA/OR/MIN/61279/2021,61279/109-MINB1/02-2021,"Bangarisingha Mahanadi Sand Quarry, Plot No-7388/7570, Khata No-903, At- Bangarisingha, Tahasil- Baramba, Dist- Cuttack.",Orissa,Cuttack,Badamba,25-Mar-21,08-Jul-21,Non-Coal Mining,HARAPRASAD SENAPATI,TOR GrantedL
98,SIA/OR/MIN/62120/2021,62120/108-MINB1/03-2021,"KALINGADOLA SAND BED, OVER AN AREA 6.639 HA, KHATA NO- 270, PLOT NO- 575 AT- KALINGADOLA, TAHASIL- DIGAPAHANDI, DIST- GANJAM, ODISHA OF M/S PREMEX",Orissa,Ganjam,Digapahandi,25-Mar-21,08-Jul-21,Non-Coal Mining,M/S PREMEX,TOR GrantedL
99,SIA/OR/MIN/61256/2021,61256/105-MINB1/02-2021,"Ogalpur Mahanadi Sand Quarry over an area 5.26 ha. Plot No-1137/1898, Khata No-200, At- Ogalpur, Tahasil- Baramba, Dist- Cuttack",Orissa,Cuttack,Badamba,24-Mar-21,08-Jul-21,Non-Coal Mining,TAHASILDAR BARAMBA,TOR GrantedL
100,SIA/OR/MIN/61829/2021,61829/110-MINB1/03-2021,"Nizgarhzami Sand Quarry is a sand mining project over an area of 24.86 acres/ 10.06 Ha. located in village - Nizgarhzami, Tahasil - Talcher in District - Angul of Odisha",Orissa,Angul,Talcher Sadar,24-Mar-21,08-Jul-21,Non-Coal Mining,PITAMBAR BHUTIA,TOR GrantedL
