,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
89,SIA/OR/IND2/23166/2018,23166/324-IND2/03-2018,Ballam O S Shop,Orissa,Debagarh,Barkot,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI RABISANKAR SAHU,MoveToTORtoECL
90,SIA/OR/IND2/23165/2018,23165/323-IND2/03-2018,Duduka O.S. Shop,Orissa,Balangir,Loisinga,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
91,SIA/OR/IND2/23164/2018,23164/322-IND2/03-2018,Khari O.S. Shop,Orissa,Sonapur,Tarbha,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,AVINASH ANAND,MoveToTORtoECL
92,SIA/OR/IND2/23163/2018,23163/320-IND2/03-2018,Teleibani (Bindpur) OS Shop,Orissa,Debagarh,Debagarh,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI BHIKARI CHARAN SAHU,MoveToTORtoECL
93,SIA/OR/IND2/23161/2018,23161/320-IND2/03-2018,Kiakata O S Shop,Orissa,Angul,Athmallik,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI RAM MURTI PRASAD,MoveToTORtoECL
94,SIA/OR/IND2/23160/2018,23160/319-IND2/03-2018,Sonepur O S Shop,Orissa,Sonapur,Sonapur,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoECL
95,SIA/OR/IND2/23159/2018,23159/318-IND2/03-2018,Fatamunda O S Shop,Orissa,Sonapur,Tarbha,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,AVINASH ANAND,MoveToTORtoECL
96,SIA/OR/IND2/23158/2018,23158/317-IND2/03-2018,Tuliudar O S Shop,Orissa,Balangir,Loisinga,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
97,SIA/OR/IND2/23156/2018,23156/316-IND2/03-2018,Baghala OS Shop,Orissa,Balangir,Balangir,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
98,SIA/OR/IND2/23143/2018,23143/315-IND2/03-2018,Athgaon OS Shop,Orissa,Balangir,Balangir,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
99,SIA/OR/IND2/23139/2018,23139/314-IND2/03-2018,Titlagarh OS shop,Orissa,Balangir,Titlagarh,30 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
100,SIA/OR/IND2/23132/2018,23132/313-IND2/03-2018,Tarbod OS Shop,Orissa,Nuapada,Komana,30 Mar 2018,07 Dec 2019,Industrial Projects - 2,RITESHSAHU,TOR GrantedL
