,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
75,SIA/OR/MIN/57626/2020,To be assigned,"Kalyanpur-A Sand Bed Mines on river Kuakhai over an area of 14.261 Ha or 35.24 Acre in village Kalyanpur-A, under Bhubaneswar Tahasil of Khordha District, Odisha.",Orissa,Khordha,Bhubaneswar,25 Oct 2020, TOR Not Granted Yet,Non-Coal Mining,MINAKSHI PRADHAN,DelistedL
76,SIA/OR/MIN/57727/2020,57727/42-MINB1/10-2020,"DAMODARPUR SAND QUARRY, PLOT NO: 263, AT: DAMODARPUR, TAHASIL: GANJAM of M/s. PREMEX OVER AN AREA 5.058 Ha.",Orissa,Ganjam,Chhatrapur,23 Oct 2020,21 Dec 2020,Non-Coal Mining,M/S PREMEX,TOR GrantedL
77,SIA/OR/MIN/57724/2020,To be assigned,Expansion of Kanther-Koira Manganese Ore mines from 20025 TPA to 40560 TPA,Orissa,Sundargarh,Koida,23 Oct 2020, TOR Not Granted Yet,Non-Coal Mining,P M GRANITE EXPORT PVT LTD,DelistedD
78,SIA/OR/MIN/57719/2020,57719/41-MINB1/10-2020,"CHASANIMAKHANDI SAND QUARRY, PLOT NO: 1535, 1427 AT: CHASANIMAKHANDI, TAHASIL: DIGAPAHANDI, DIST: GANJAM OF M/S. PREMEX",Orissa,Ganjam,Digapahandi,23 Oct 2020,21 Dec 2020,Non-Coal Mining,M/S. PREMEX,TOR GrantedL
79,SIA/OR/MIN/57605/2020,57605/39-MINB1/10-2020,"Chandanpur Decorative Stone (Granite Gneiss) Mines deposit over an area of 3.602 hectares located in village Chandanpur, tahasil: Lanjigarh, district: Kalahandi, Odisha.(Cluster Approch, Cluster Area 13.298 Ha)",Orissa,Kalahandi,Lanjigarh,20 Oct 2020,01 Jan 1900,Non-Coal Mining,JAY MINERALS,TOR GrantedL
80,SIA/OR/MIN/57590/2020,57590/38-MINB1/10-2020,"Chandanpur Decorative Stone (Granite Gneiss) Mines deposit over an area of 9.696 hectares located in village Chandanpur, Tahasil: Lanjigarh, District: Kalahandi, Odisha.(Cluster Approch with cluster area 13.298 Ha)",Orissa,Kalahandi,Lanjigarh,19 Oct 2020,01 Jan 1900,Non-Coal Mining,JAY MINERALS,TOR GrantedL
81,SIA/OR/MIN/56313/2020,To be assigned,"Chandanpur Decorative Stone (Granite Gneiss) Mines deposit over an area of 3.602 hectares (Cluster area 13.298 Ha) located in village Chandanpur, tahasil: Lanjigarh, district: Kalahandi, Odisha.",Orissa,Kalahandi,Lanjigarh,14 Oct 2020, TOR Not Granted Yet,Non-Coal Mining,JAY MINERALS,DelistedL
82,SIA/OR/MIN/57372/2020,57372/37-MINB1/10-2020,"Khemabeda Decorative Stone M.L. 56 (Dolerite/black granite) Mines deposit over an area of 8.353 hectares/20.64 Acres located in Village Khemabeda no.200, Tahasil: Boipariguda, District: Koraput, Odisha.",Orissa,Koraput,Boipariguda,13 Oct 2020,01 Jan 1900,Non-Coal Mining,DEVARA LATHA,TOR GrantedL
83,SIA/OR/MIN/57304/2020,To be assigned,SUNATHARA - C STONE QUARRY OVER AN AREA OF 13.00 ACRES OR 5.261 HECTARES IN VILLAGE SUNATHARA UNDER PURUSHOTTAMPUR TAHASIL IN GANJAM DISTRICT,Orissa,Ganjam,Purusottampur,10 Oct 2020, TOR Not Granted Yet,Non-Coal Mining,SRI KAPILA CHANDRA SAHU,DelistedD
84,SIA/OR/MIN/57302/2020,To be assigned,SUNATHARA - B STONE QUARRY OVER AN AREA OF 13.00 ACRES OR 5.261 HECTARES IN VILLAGE SUNATHARA UNDER PURUSHOTTAMPUR TAHASIL IN GANJAM DISTRICT,Orissa,Ganjam,Purusottampur,07 Oct 2020, TOR Not Granted Yet,Non-Coal Mining,GOPAL CHANDRA SAHU,DelistedD
85,SIA/OR/MIN/57301/2020,To be assigned,SUNATHARA - A STONE QUARRY OVER AN AREA OF 2.00 ACRES OR 0.809 HECTARES IN VILLAGE SUNATHARA UNDER PURUSHOTTAMPUR TAHASIL IN GANJAM DISTRICT,Orissa,Ganjam,Purusottampur,07 Oct 2020, TOR Not Granted Yet,Non-Coal Mining,GOPAL CHANDRA SAHU,DelistedD
86,SIA/OR/MIN/57233/2020,57233/40-MINB1/10-2020,"BIPULINGI STONE QUARRY, PRODUCTION OF 20070 CUM/YEAR OF STONE OVER AN AREA OF 8.097 HA.",Orissa,Ganjam,Chhatrapur,05 Oct 2020,21 Dec 2020,Non-Coal Mining,SMT. G. GAYATRI REDDY,TOR GrantedL
87,SIA/OR/IND/55929/2020,55929/14-IND/09-2020,"PROPOSED PRODUCTION OF STEEL STRUCTURE/M.S ROD-200000 TPA & IRON BILLET- 200000 TPA of New Laxmi Industries Pvt. Ltd.  AT- SARUA INDUSTRIAL ESTATE, KHORDHA.",Orissa,Khordha,Begunia,25 Sep 2020, TOR Not Granted Yet,Industrial Projects - 1,Pawan Kumar Gupta,Rejection Letter GrantedL
88,SIA/OR/IND/55957/2020,55957/13-IND/09-2020,"PRODUCTION OF M.S ROD-200000 TPA & IRON BILLET- 200000 TPA OF NEW LAXMI STEEL & POWER PVT. LTD. AT- SARUA INDUSTRIAL ESTATE, KHORDHA",Orissa,Khordha,Begunia,24 Sep 2020, TOR Not Granted Yet,Industrial Projects - 1,Pawan Kumar Gupta,Rejection Letter GrantedL
89,SIA/OR/MIN/54685/2020,54685/36-MINB1/09-2020,"Pandiapathar Decorative Stone (Granite Gneiss) Mines deposit over an area of 20.566 hectares located in village Pandiapathar, Tahasil: Aska, District: Ganjam, Odisha.",Orissa,Ganjam,Asika,19 Sep 2020,15 Jan 2021,Non-Coal Mining,JAY MINERALS,TOR GrantedL
90,SIA/OR/MIN/56789/2020,57626/43-MINB1/10-2020,"Bauriakan Sand Bed mine on river Bauriakan over an area of 9.55Ha/23.60Acre in village Lataharan, under Kakatpur Tahasil of Puri District, Odisha.",Orissa,Puri,Kakatpur,19 Sep 2020,21 Dec 2020,Non-Coal Mining,MRS SAKUNTALA KABU,TOR GrantedL
91,SIA/OR/MIN/54634/2020,54634/38-MINB1/09-2020,"Rajnagar Sand Bed, 5.48 Ha. At- Rajnagar, Tahasil- Jaleswar",Orissa,Balasore,Jaleswar,18 Sep 2020,16 Nov 2020,Non-Coal Mining,LAXMIPRIYA PRUSTY,TOR GrantedL
92,SIA/OR/MIN/56737/2020,56737/39-MINB1/09-2020,"Burjango Sand Quarry over an area 9.227Ha. or 22.80 Ac in Village- Burjango, Tahasil- Rayagada, District- Gajapati, State - Odisha",Orissa,Gajapati,Rayagada,18 Sep 2020,21 Dec 2020,Non-Coal Mining,SMT. ANITA MAHANKUDO,TOR GrantedL
93,SIA/OR/IND/56728/2020,56728/17-IND/09-2020,"Additional installation of Chrome Ore Beneficiation Unit of throughput capacity 18,500 TPA within the existing campus of M/s Shree Monolithics Pvt. Ltd. over an area of 7.76 Acre or 3.14 Ha. in Plot No. 30/301, at Village:Jaminibandha, P.O:Bhandaripokhari, District:Bhadrak, Odisha-756120",Orissa,Bhadrak,Bhandari Pokhari,18 Sep 2020,03 Mar 2022,Industrial Projects - 1,SHREE MONOLITHICS PVT. LTD.,TOR GrantedL
94,SIA/OR/MIN/56616/2020,To be assigned,"CHASANIMAKHANDI SAND QUARRY, PLOT NO: 1535, 1427  AT: CHASANIMAKHANDI, TAHASIL: DIGAPAHANDI, DIST: GANJAM OF M/S. PREMEX",Orissa,Ganjam,Digapahandi,18 Sep 2020, TOR Not Granted Yet,Non-Coal Mining,M/S. PREMEX,DelistedD
95,SIA/OR/IND/56733/2020,56733/16-IND/09-2020,"Chrome Ore Beneficiation Unit of throughput capacity 18,500 TPA over an area of 2.54 Acre at Village: -Byree, Po:Byree, Dist:Jajpur, Odisha of M/s A3 Minerals and Metal Export Pvt. Ltd.",Orissa,Jajpur,Badachana,18 Sep 2020,03 Mar 2022,Industrial Projects - 1,A-3 MINERALS & METAL EXPORTS PVT. LTD.,TOR GrantedL
96,SIA/OR/MIN/55854/2020,To be assigned,"DAMODARPUR SAND QUARRY, PLOT NO: 263, AT: DAMODARPUR, TAHASIL: GANJAM of M/s. PREMEX OVER AN AREA 5.058 Ha.",Orissa,Ganjam,Purusottampur,18 Sep 2020, TOR Not Granted Yet,Non-Coal Mining,M/S. PREMEX,DelistedD
97,SIA/OR/MIN/56321/2020,To be assigned,"Chandanpur Decorative Stone (Granite Gneiss) Mines deposit over an area of 9.696 hectares located in village Chandanpur, Tahasil: Lanjigarh, District: Kalahandi, Odisha. (Cluster approach)",Orissa,Kalahandi,Lanjigarh,17 Sep 2020, TOR Not Granted Yet,Non-Coal Mining,JAY MINERALS,DelistedL
98,SIA/OR/MIN/56715/2020,56715/27-MINB1/09-2020,"Bada Agula Decorative Stone Mine over an area of 16.131Ha or 39.86Ac  located in    village- Bada Agula, Tahasil- Muniguda, District- Rayagada, Odisha (Cluster Approach)",Orissa,Rayagada,Muniguda,17 Sep 2020,01 Jan 1900,Non-Coal Mining,M/S HINDUSTAN MINERALS INDUSTRIES,TOR GrantedL
99,SIA/OR/MIN/56648/2020,56648/34-MINB1/09-2020,"Proposal of Bhagabanpur Decorative Stone Mine over an area of 4.500 Ha or 11.12Ac, located in    village- Bhagabanpur, Tahasil- Kukudakhandi,  District- Ganjam, Odisha(submitted under cluster approach)",Orissa,Ganjam,Digapahandi,16 Sep 2020,26 Jul 2021,Non-Coal Mining,MD. IRFAN RAZZAK,TOR GrantedL
100,SIA/OR/MIN/55807/2020,55807/33-MINB1/09-2020,"Mining of Iron Ore Capacity of 2.95 MTPA (RoM)   From Kalamang West (Northern Part) Iron Ore Mines  at Village- Kalamang & Ghodabudani District- Sundergarh  & Village - Gandalpada,  District - Keonjhar, Odisha",Orissa,Kendujhar,Barbil,16 Sep 2020,15 Jan 2021,Non-Coal Mining,TATA STEEL BSL LIMITED,TOR GrantedL
