,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
71,SIA/OR/MIN/71184/2022,71184/203-MINB1/01-2022,"PROPOSAL FOR TOR OF UCHHABAPALI STONE QUARRY NO-5, OVER AN AREA 3.095 HA. KHATA NO- 34, PLOT NO- 597, SUBMITTED UNDER CLUSTER APPROACH TOTAL AREA 28.680 HA. AT- UCHHABAPALI, TAHASIL- LOISINGHA, DIST- BALANGIR, ODISHA.",Orissa,Balangir,Loisinga,15 Jan 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR LOISINGHA,TOR GrantedL
72,SIA/OR/MIN/71171/2022,71171/204-MINB1/01-2022,"Narendra Sand Bed-2 over an area of 19.80 acres or 8.012 Hectares bearing Khata No. - 01 Plot No. -18/P in the Village Brahmaninadi Kha, Tahasil Gurundia, District Sundargarh, State Odisha.",Orissa,Sundargarh,Gurundia,15 Jan 2022,22 Feb 2022,Non-Coal Mining,DEBIDUTTA MOHANTY,TOR GrantedL
73,SIA/OR/MIN/71162/2022,71162/200-MINB1/01-2022,"PROPOSAL FOR TOR OF UCHHABAPALI STONE QUARRY NO-4, OVER AN AREA 4.330 HA. KHATA NO- 34, PLOT NO- 639, 640 SUBMITTED UNDER CLUSTER APPROACH TOTAL AREA 28.680 HA. AT- UCHHABAPALI, TAHASIL- LOISINGHA, DIST- BALANGIR, ODISHA.",Orissa,Balangir,Loisinga,14 Jan 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR LOISINGHA,TOR GrantedL
74,SIA/OR/MIN/71161/2022,71161/201-MINB1/01-2022,"PROPOSAL FOR TOR OF UCHHABAPALI STONE QUARRY NO-3, OVER AN AREA 3.156 HA. KHATA NO- 34, PLOT NO- 640, SUBMITTED UNDER CLUSTER APPROACH TOTAL AREA 28.680 HA. AT- UCHHABAPALI, TAHASIL- LOISINGHA, DIST- BALANGIR, ODISHA.",Orissa,Balangir,Loisinga,14 Jan 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR LOISINGHA,TOR GrantedL
75,SIA/OR/MIN/71138/2022,71138/198-MINB1/01-2022,UCHHABAPALI STONE QUARRY NO-2,Orissa,Balangir,Loisinga,13 Jan 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR LOISINGHA,TOR GrantedL
76,SIA/OR/MIN/70890/2022,70890/183-MINB1/01-2022,"Dhobapal Sand Quarry over an area of 18.00 acres or 7.28 Hectares bearing Khata No. 22, Plot No. 181/186 in village Dhobapal,Tahasil Talcher, District Angul, State Odisha",Orissa,Angul,Talcher Sadar,13 Jan 2022,03 Mar 2022,Non-Coal Mining,SRI MAHESH KUMAR AGARWAL,TOR GrantedL
77,SIA/OR/MIN/70693/2021,70693/72-MINB1/01-2022,Purheibahal   Iron   Ore  block of  M/s Rungta Mines Ltd. (Green field projects),Orissa,Sundargarh,Koida,13 Jan 2022,07 Feb 2022,Non-Coal Mining,RUNGTA MINES LTD,TOR GrantedL
78,SIA/OR/MIN/71104/2022,71104/199-MINB1/01-2022,"Budura Sand Bed over an area of 14.826 acres or 6.00 hectares bearing Khata No. 225, Plot No. 188 & 189 in the village Budura, under Tahasil Kashinagar, District Gajapati, State Odisha.",Orissa,Gajapati,Kashinagara,13 Jan 2022,22 Feb 2022,Non-Coal Mining,JANAKI DEVI MISHRA,TOR GrantedL
79,SIA/OR/MIS/70722/2021,70722/07-MIN-V/01-2022,"B+S/G+8  Residential multi storied Apartment EWS LIG AND MIG of Odisha State Housing Board at Dumduma, (PH VII) Bhubaneswar, Odisha.",Orissa,Khordha,Bhubaneswar,04 Jan 2022,03 Mar 2022,INFRA-2,ODISSA STATE HOUSING BOARD,TOR GrantedL
80,SIA/OR/MIS/70699/2021,70699/06-MIN-V/01-2022,"B+S+9 storied (Block A & Block B), G+2 storied (Block C), Residential multi storied Apartment of Odisha State Housing Board at Dumduma, (Ph-VI) Bhubaneswar, Odisha.",Orissa,Khordha,Bhubaneswar,04 Jan 2022,03 Mar 2022,INFRA-2,ODISSA STATE HOUSING BOARD,TOR GrantedL
81,SIA/OR/MIS/68794/2021,To be assigned,"Construction of Proposed B+S+9 storied (Block A & Block B), G+2 storied (Block C), Residential multi storied Apartment of Odisha State Housing Board at Dumduma, Bhubaneswar, Odisha.",Orissa,Khordha,Bhubaneswar,31 Dec 2021, TOR Not Granted Yet,INFRA-2,ODISSA STATE HOUSING BOARD,DelistedD
82,SIA/OR/MIN/70628/2021,70628/182-MINB1/12-2021,"Mahadeipur/Buguda Sand Bed over an area of 25.00  acres or 10.117 hectare bearing Khata no.20,143 in Plot no.  01 & 01 in the village Mahadeipur & Buguda, under Tahasil Paralakhemundi, District Gajapati, State Odisha.",Orissa,Gajapati,Parlakhemundi,29 Dec 2021,02 Mar 2022,Non-Coal Mining,G. VENKATA RAMANA,TOR GrantedL
83,SIA/OR/MIN/69110/2021,To be assigned,KUSHABHADRA RIVER SAND QUARRY OVER AN AREA OF 22.26 HA. LOCATED IN VILLAGE BHUBANPUR UNDER BALIANTA G.P./TAHASIL OF KHURDA DIST OF ODISHA,Orissa,Khordha,Balianta,28 Dec 2021, TOR Not Granted Yet,Non-Coal Mining,"KUSHABHADRA RIVER SAND QUARRY, BHUABANPUR",DelistedD
84,SIA/OR/MIN/70575/2021,70575/181-MINB1/12-2021,KERANDI SAND BED OVER AN AREA OF 20.717 ACRES OR 8.384 HECTARES IN VILLAGE KERANDI UNDER PARLAKHEMUNDI TAHASIL OF GAJAPATI DISTRICT,Orissa,Gajapati,Parlakhemundi,27 Dec 2021,02 Mar 2022,Non-Coal Mining,G. VENKATA RAMANA,TOR GrantedL
85,SIA/OR/MIN/69698/2021,To be assigned,"Terms of Reference for Greenfield project “Jakara Decorative Stone Deposit” (22.675 Ha.) of M/s Tejeswini Granites for production of Decorative Stone to the tune of 7000 Cub M Per Annum under Rayagada Tehsil of Gajapati District, Odisha",Orissa,Gajapati,Rayagada,24 Dec 2021, TOR Not Granted Yet,Non-Coal Mining,TEJASWINI GRANITES,DelistedD
86,SIA/OR/MIN/68893/2021,68893/61-NCMB1/09/2021,JAKARA DECORATIVE STONE PROJECT,Orissa,Gajapati,Rayagada,24 Dec 2021,15 Mar 2022,Non-Coal Mining,TEJASWINI GRANITES,TOR GrantedL
87,SIA/OR/MIN/69108/2021,To be assigned,"Environmental Clearance for Charmula Decorative Stone Deposit over an area of 4.553 Ha. in Village Charmula, Tehsil-Boriguma, Dist-Koraput, Odisha",Orissa,Koraput,Boriguma,16 Dec 2021, TOR Not Granted Yet,Non-Coal Mining,SRI AJIT KUMAR SADANGI,DelistedD
88,SIA/OR/MIN/68958/2021,68958/173-MINB1/12-2021,JAKAR STONE QUARRY OVER AN AREA OF 33.591 ACRES OR 13.594 HECTARES IN VILLAGE JAKAR UNDER POLASARA TAHASIL OF GANJAM DISTRICT STATE ODISHA,Orissa,Ganjam,Purusottampur,15 Dec 2021,15 Jan 2022,Non-Coal Mining,SHRI SARATHI SWAIN,TOR GrantedL
89,SIA/OR/MIN/69851/2021,69851/172-MINB1/12-2021,GIRISOLA SAND QUARRY OVER AN AREA OF 15.225 ACRES OR 6.1615 HECTARES IN VILLAGE GIRISOLA UNDER BELLAGUNTHA TAHASIL OF GANJAM DISTRICT,Orissa,Ganjam,Bhanjanagar,07 Dec 2021,15 Jan 2022,Non-Coal Mining,SRI SANTUNU KUMAR BEHERA,TOR GrantedL
90,SIA/OR/MIN/67962/2021,67962/171-MINB1/12-2021,"GIRISOLA STONE-1 QUARRY, KHATA NO: 897, PLOT NO: 1,2,3,4 AT: GIRISOLA, TAHASIL: CHIKITI, DIST: GANJAM, STATE: ODISHA.",Orissa,Ganjam,Chhatrapur,06 Dec 2021,15 Jan 2022,Non-Coal Mining,CHIKITI TADASILDAR,TOR GrantedL
91,SIA/OR/MIN/67887/2021,67887/170-MINB1/12-2021,"PROPOSAL OF EC FOR CHADHIAPADA SAND QUARRY,OVER AN LEASE AREA OF 5.090 Ha. LOCATED AT: CHADHIAPADA, TAHASIL: CHIKITI, DIST: GANJAM, ODISHA.",Orissa,Ganjam,Chhatrapur,06 Dec 2021,15 Jan 2022,Non-Coal Mining,TAHASILDAR CHIKITI,TOR GrantedL
92,SIA/OR/MIN/69507/2021,To be assigned,Dhudhalmunda Stone Quarry-3,Orissa,Sambalpur,Jujomura,27 Nov 2021, TOR Not Granted Yet,Non-Coal Mining,DHIRAJ KUMAR AGRAWALLA,WithdrawTORL
93,SIA/OR/MIN/69501/2021,To be assigned,Dhudhalmunda Stone Quarry-3,Orissa,Sambalpur,Jujomura,27 Nov 2021, TOR Not Granted Yet,Non-Coal Mining,DHIRAJ KUMAR AGRAWALLA,WithdrawTORL
94,SIA/OR/MIN/69495/2021,To be assigned,Chichinda Stone Quarry,Orissa,Jharsuguda,Jharsuguda,26 Nov 2021, TOR Not Granted Yet,Non-Coal Mining,RATNAKAR SAHOO,WithdrawTORL
95,SIA/OR/MIN/69367/2021,69367/169-MINB1/11-2021,"Mundilo - Patenigaon Devi Nadi Sand Quarry is a sand mining project over an area of 15.86acres/ 6.42Ha. located in villages - Mundilo and Patenigaon , Tahasil - Jagatsinghpur in District - Jagatsinghpur  of Odisha. (Total cluster area – 11.033Ha./27.263 Ac.)",Orissa,Jagatsinghapur,Jagatsinghapur,23 Nov 2021,08 Jan 2022,Non-Coal Mining,SUSIL KUMAR MAHANTY,TOR GrantedL
96,SIA/OR/MIN/69172/2021,69172/167-MINB1/11-2021,"Baitarni Sand Bed, Govindapur over 5.26 ha in village Govindapur under Hatadihi Tehsil in Keonjhar district, Odisha.",Orissa,Kendujhar,Nandipada,15 Nov 2021,27 Dec 2021,Non-Coal Mining,GAJENDRA KUMAR SAHOO,TOR GrantedL
97,SIA/OR/MIN/69069/2021,To be assigned,"Baitarni Sand Quarry, Govindapur over 5.26 ha in village Govindapur under Hatadihi Tehsil in Keonjhar district, Odisha.",Orissa,Kendujhar,Nandipada,15 Nov 2021, TOR Not Granted Yet,Non-Coal Mining,GAJENDRA KUMAR SAHOO,WithdrawTORL
98,SIA/OR/MIN/68957/2021,68957/165-MINB1/11-2021,Gopinathpur Sand Mines,Orissa,Anugul,Talcher Sadar,05 Nov 2021,13 Dec 2021,Non-Coal Mining,BANABAR BHUTIA,TOR GrantedL
99,SIA/OR/MIN/68948/2021,68948/166-MINB1/11-2021,Sirigida Sand Mines,Orissa,Anugul,Talcher Sadar,05 Nov 2021,13 Dec 2021,Non-Coal Mining,SANGHAMITRA BHUTIA,TOR GrantedL
100,SIA/OR/IND/68504/2021,68504/23-IND/10-2021,"Expansion in Production of Low Ash Metallurgical coke of 60,000 Ton per annum capacity to 1, 08,000 Ton per annum by installation of 2 nos. new Coke Oven Battery  (2x24,000 TPA) within the existing premises of M/s Nilachal Carbo Metalicks Pvt. Ltd. At Baramana, Purunabaulamala, Post: Jenapur, in the district of Jajpur, Odisha.",Orissa,Jajpur,Dharmasala,01 Nov 2021,07 Feb 2022,Industrial Projects - 1,M/S NILACHAL CARBO METALICKS PVT. LTD.,TOR GrantedL
